mal_id,title_hint,type,status,airing,score,scored_by,members,popularity,season,year,endpoint,page,accepted_by_project_rules,acceptance_reason,source
30151,Kamiusagi Rope  Warau Asa ni wa Fukuraitaru tte Maji ssuka,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
37096,Puzzle   Dragon,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
10506,Shiawase Haitatsu Taneko,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
63352,Onegai AiPri,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
8336,Hanakappa,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
38776,Manul no Yuube,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
63276,Candy Caries,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
54871,Shin Nippon History,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
18941,Shimajirou no Wow,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
22669,Gohan Kaijuu Pap,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
58604,Youkoso Ninchishou Sekai e,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
57357,Shuwawan,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
41458,Origami Ninja Koyankinte,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
59752,Warau Red List,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
62654,Princess Catch Tiniping,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
53408,I Love Me 2nd Season,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
54667,Mukashibanashi no Oheya  Tsutaetai Nihon Mukashibanashi,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
62933,Shou 3 Ashibe QQ Goma-chan,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
62047,Anmari Yakunitatanai Nihonshi,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
62447,Bugchon 5-lagil Ssangdungine,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
63142,Metal Cardbot W,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
63383,Kumarba Season 3,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64502,Chibi Godzilla no Gyakushuu 4th Season,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
63762,Oshiri Tantei 10th Season,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
62875,Naui Bimilchingu Haechi,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
