staff_name,staff_id_anilist,staff_favorites_mal,staff_favorites_anilist,staff_favorites,anime_count,original_creator_count,director_count,original_character_design_count,staff_roles,anime_ids,anime_titles
Ryukishi07,100092,4837,2472,4837,12,12,0,0,Original Creator,934|1889|2899|3652|4896|6064|7079|7568|10491|16700|41006|48488,Higurashi no Naku Koro ni|Higurashi no Naku Koro ni Kai|Higurashi no Naku Koro ni Special: Nekogoroshi-hen|Higurashi no Naku Koro ni Rei|Umineko no Naku Koro ni|Higurashi no Naku Koro ni Kai Specials|Ookamikakushi|Umineko no Naku Koro ni Specials|Higurashi no Naku Koro ni Kira|Higurashi no Naku Koro ni Kaku: Outbreak|Higurashi no Naku Koro ni Gou|Higurashi no Naku Koro ni Sotsu
"Obata, Takeshi",96888,4812,1312,4812,12,0,0,12,Original Character Design,135|645|1535|2204|2994|7674|10030|10765|12365|23369|44961|50549,Hikaru no Go|Hikaru no Go: Hokuto Hai e no Michi|Death Note|Karakuri Zoushi Ayatsuri Sakon|Death Note: Rewrite|Bakuman.|Bakuman. 2nd Season|Hikaru no Go: Sabaki no Ikkyoku! Inishie no Hana yo Sake!!|Bakuman. 3rd Season|Bakuman. 2nd Season Special|Platinum End|Bubble
"Tezuka, Osamu",96938,4803,1951,4803,84,72,17,2,Original Creator|Director|Original Story|Original Character Design,522|971|1371|1373|1497|1520|1521|1572|1982|1983|1984|1989|2047|2213|2214|2264|2312|2427|2429|2456|2550|2556|2565|2687|2694|2718|2747|2755|2793|2997|2998|2999|3024|3044|3175|3235|3472|3474|3475|3631|4070|4071|4088|4853|4917|4941|5133|5249|5293|5476|5760|5862|5878|6246|6462|6513|6868|6909|7014|7229|7626|8181|9531|9613|9991|10342|11471|11799|12295|14231|14247|17959|17961|17963|19773|20969|23815|30740|32041|35737|36163|37520|39363|53720,Metropolis|Astro Boy: Tetsuwan Atom|Hi no Tori|Black Jack Specials: Inochi wo Meguru Yottsu no Kiseki|Aru Machi Kado no Monogatari|Black Jack|Black Jack the Movie|Jungle Taitei|Osu|Black Jack: Futari no Kuroi Isha|Memory|Shizuku|Ningyo|Black Jack (TV)|Black Jack 21|Jungle Taitei Movie (1997)|Daishizen no Majuu: Bagi|Unico|Unico: Mahou no Shima e|Mori no Densetsu|Onboro Film|Jungle Taitei (1989)|Jungle Taitei: Susume Leo!|Gokuu no Daibouken
"Mashima, Hiro",96882,4564,1076,4564,14,13,0,1,Original Creator|Original Story|Original Character Design,246|6702|9982|12049|17535|18393|22043|30778|32930|35972|42192|49785|50002|59113,Groove Adventure Rave|Fairy Tail|Fairy Tail OVA|Fairy Tail Movie 1: Houou no Miko|Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa|Fairy Tail x Rave|Fairy Tail (2014)|Fairy Tail Movie 2: Dragon Cry|Fairy Tail OVA (2016)|Fairy Tail: Final Series|Edens Zero|Fairy Tail: 100-nen Quest|Edens Zero 2nd Season|Farmagia
"Yukimura, Makoto",97034,4529,2929,4529,7,7,0,0,Original Creator,329|10735|31647|37521|49387|54463|55272,Planetes|Planetes Picture Drama|Ponkotsuland Saga|Vinland Saga|Vinland Saga Season 2|Vinland Saga Season 2: Drowning in the Shadow|Vinland Saga Season 2: Same Old Story
"Ikuhara, Kunihiko",100082,4242,1989,4242,9,1,9,0,Director|Original Creator,440|441|531|532|1239|10721|26165|37426|48624,Shoujo Kakumei Utena|Shoujo Kakumei Utena: Adolescence Mokushiroku|Bishoujo Senshi Sailor Moon R: The Movie|Bishoujo Senshi Sailor Moon S|Bishoujo Senshi Sailor Moon SuperS|Mawaru Penguindrum|Yuri Kuma Arashi|Sarazanmai|Re:cycle of the Penguindrum
"Akutami, Gege",125415,4055,3089,4055,5,5,0,0,Original Creator,40748|48561|51009|59654|62392,Jujutsu Kaisen|Jujutsu Kaisen 0 Movie|Jujutsu Kaisen 2nd Season|Jujutsu Kaisen: Kaigyoku/Gyokusetsu|Jujutsu Kaisen Movie: Shibuya Jihen Tokubetsu Henshuu-ban x Shimetsu Kaiyuu Senkou Jouei
ZUN,97003,4028,1099,4028,1,1,0,0,Original Creator,9875,Anime Tenchou x Touhou Project
"Takahata, Isao",100579,3897,1582,3897,13,0,13,0,Director,283|415|578|1029|1030|1044|1049|1663|2225|2611|3946|8950|16664,Akage no Anne|Tonari no Yamada-kun|Hotaru no Haka|Omoide Poroporo|Heisei Tanuki Gassen Ponpoko|Taiyou no Ouji: Horus no Daibouken|Cello Hiki no Gauche (1982)|Haha wo Tazunete Sanzenri|Alps no Shoujo Heidi|Panda Kopanda|Jarinko Chie|Akage no Anne: Green Gables e no Michi|Kaguya-hime no Monogatari
"Horikoshi, Kouhei",104834,3816,1620,3816,21,21,0,2,Original Creator|Original Character Design,31964|33486|33929|35459|36456|36896|38408|38699|41587|42603|43683|44200|49918|50532|51781|54789|56196|56685|60098|60593|60645,Boku no Hero Academia|Boku no Hero Academia 2nd Season|Boku no Hero Academia: Sukue! Kyuujo Kunren!|Boku no Hero Academia: Training of the Dead|Boku no Hero Academia 3rd Season|Boku no Hero Academia the Movie 1: Futari no Hero|Boku no Hero Academia 4th Season|Boku no Hero Academia the Movie 1: Futari no Hero Specials|Boku no Hero Academia 5th Season|Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren|Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni|Boku no Hero Academia the Movie 3: World Heroes' Mission|Boku no Hero Academia 6th Season|Boku no Hero Academia the Movie 3: World Heroes' Mission - Tabidachi|Boku no Hero Academia (ONA)|Boku no Hero Academia 7th Season|Boku no Hero Academia the Movie 4: You're Next|Boku no Hero Academia: UA Heroes Battle|Boku no Hero Academia: Final Season|Vigilante: Boku no Hero Academia Illegals|Boku no Hero Academia the Movie 4: You're Next - A Piece of Cake
"Nagatsuki, Tappei",118885,3611,1973,3611,13,13,0,0,Original Story|Original Creator,31240|33142|33569|36286|38472|39587|39988|41567|42203|42364|54857|60012|61851,Re:Zero kara Hajimeru Isekai Seikatsu|Re:Zero kara Hajimeru Break Time|Re:Petit kara Hajimeru Isekai Seikatsu|Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow|Isekai Quartet|Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season|Isekai Quartet 2|Isekai Quartet Movie: Another World|Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2|Re:Zero kara Hajimeru Break Time 2nd Season|Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season|Re:Zero kara Hajimeru Break Time 3rd Season|Isekai Quartet 3
"Nihei, Tsutomu",97000,3466,1470,3466,10,10,0,0,Original Creator,1055|3429|3430|19775|24893|28495|32086|35759|50864|54122,Blame!|Blame! Special|Blame! Prologue|Sidonia no Kishi|Sidonia no Kishi: Daikyuu Wakusei Seneki|Sidonia no Kishi Movie|Blame! Movie|Sidonia no Kishi: Ai Tsumugu Hoshi|Ooyukiumi no Kaina|Ooyukiumi no Kaina: Hoshi no Kenja
Key,97885,3252,1507,3252,28,28,0,0,Original Creator|Original Story,101|144|656|704|713|1530|1723|2167|4059|4181|6351|10067|13655|17643|18195|20517|31553|31716|33091|33190|34126|35960|40778|48775|50685|50694|50917|61926,"Air|Kanon|Air in Summer|Kanon Kazahana|Air Movie|Kanon (2006)|Clannad Movie|Clannad|Clannad: Mou Hitotsu no Sekai, Tomoyo-hen|Clannad: After Story|Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen|Angel Beats! Another Epilogue|Little Busters!|Little Busters! Sekai no Saitou wa Ore ga Mamoru!|Little Busters! Refrain|Little Busters! EX|Charlotte: Tsuyoimono-tachi|Rewrite|Planetarian: Chiisana Hoshi no Yume|Planetarian: Hoshi no Hito|Rewrite 2nd Season|Kud Wafter|Planetarian: Snow Globe|Kaginado|Kaginado Season 2"
"Fukumoto, Nobuyuki",97539,3173,1377,3173,4,4,0,0,Original Creator,658|3002|10271|37338,Touhai Densetsu Akagi: Yami ni Maiorita Tensai|Gyakkyou Burai Kaiji: Ultimate Survivor|Gyakkyou Burai Kaiji: Hakairoku-hen|Chuukan Kanriroku Tonegawa
"Ishitani, Megumi",141539,3081,1786,3081,4,0,4,0,Director,35709|40180|40728|60022,Arara|Jurassic!|Bijutsu Kyouiku|One Piece Fan Letter
Type-Moon,97582,2963,2262,2963,58,58,0,0,Original Creator|Original Story,169|356|2593|3782|3783|4280|4282|5204|5205|5356|6624|6922|10012|10087|11741|12187|12565|13263|14807|14829|15927|18851|19109|20509|22297|22763|25011|25537|26057|27525|28701|31056|31706|33047|33049|33050|33456|34100|36833|36914|37033|38084|38085|38086|38897|38936|38958|38959|41497|42030|44248|49361|53127|54042|54976|57691|59465|62149,Shingetsutan Tsukihime|Fate/stay night|Kara no Kyoukai Movie 1: Fukan Fuukei|Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen)|Kara no Kyoukai Movie 3: Tsuukaku Zanryuu|Kara no Kyoukai Movie 4: Garan no Dou|Kara no Kyoukai Movie 5: Mujun Rasen|Kara no Kyoukai Movie 6: Boukyaku Rokuon|Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go)|Canaan|Kara no Kyoukai Remix: Gate of Seventh Heaven|Fate/stay night Movie: Unlimited Blade Works|Carnival Phantasm|Fate/Zero|Fate/Zero 2nd Season|Carnival Phantasm EX Season|Fate/Prototype|Fate/Zero: Onegai! Einzbern Soudanshitsu|Kara no Kyoukai Movie: Mirai Fukuin|Fate/kaleid liner Prisma☆Illya|Carnival Phantasm: HibiChika Special|Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!|Fate/kaleid liner Prisma☆Illya Specials|Fate/kaleid liner Prisma☆Illya 2wei!|Fate/stay night: Unlimited Blade Works
Boichi,98537,2874,1631,2874,7,0,0,7,Original Character Design,38691|40852|48549|50612|55644|57592|61322,Dr. Stone|Dr. Stone: Stone Wars|Dr. Stone: New World|Dr. Stone: Ryuusui|Dr. Stone: New World Part 2|Dr. Stone: Science Future|Dr. Stone: Science Future Part 2
"Tomino, Yoshiyuki",97337,2843,1689,2843,114,109,25,0,Original Creator|Director|Original Story,80|81|82|83|84|85|86|87|88|89|90|91|92|93|94|95|96|574|864|929|930|1090|1091|1092|1215|1241|1542|1657|1792|1916|1917|1939|1967|1968|1969|2200|2254|2269|2273|2294|2302|2303|2304|2305|2306|2391|2581|2598|2601|2695|2718|2760|2761|3288|3305|3626|3927|3963|3964|4232|5303|5372|6336|6792|7060|7270|8839|8899|9087|10581|10808|10937|17467|17655|19319|23259|24835|31251|31973|32792|33051|33221|33225|34391|35224|35567|35949|35982|36436|37245|37764|37765|38714|39592|40192|40464|40890|40942|41063|43204|43205|43206|44050|49073|49211|49827|49828|51554|52168|53199|54902|55845|60449|60478,Kidou Senshi Gundam|Kidou Senshi Gundam: Dai 08 MS Shoutai|Kidou Senshi Gundam 0080: Pocket no Naka no Sensou|Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report|Kidou Senshi Gundam 0083: Stardust Memory|Kidou Senshi Zeta Gundam|Kidou Senshi Gundam ZZ|Kidou Senshi Gundam: Gyakushuu no Char|Kidou Senshi Gundam F91|Kidou Senshi Victory Gundam|Shin Kidou Senki Gundam Wing|Shin Kidou Senki Gundam Wing: Endless Waltz|Kidou Shinseiki Gundam X|Kidou Senshi Gundam SEED|Kidou Senshi Gundam SEED Destiny|Turn A Gundam|Kidou Butouden G Gundam|Rean no Tsubasa|Kidou Senshi Gundam SEED MSV Astray|Seisenshi Dunbine
"Murata, Yuusuke",96903,3,2813,2813,11,0,1,10,Original Character Design|Director,15|1317|6418|21835|30276|31704|31772|34134|39705|49895|52807,Eyeshield 21|Eyeshield 21: Maboroshi no Golden Bowl|Eyeshield 21: Jump Festa 2005 Special|Majin Bone|One Punch Man|One Punch Man: Road to Hero|One Punch Man Specials|One Punch Man 2nd Season|One Punch Man 2nd Season Specials|Go! Saitama|One Punch Man 3
Yui,141939,2764,308,2764,1,1,0,0,Original Story,50923,Mushikaburi-hime
"Hayashida, Q",98024,2705,2050,2705,2,2,0,0,Original Creator,38668|41053,Dorohedoro|Dorohedoro: Ma no Omake
"Mochizuki, Jun",98483,2619,1404,2619,4,4,0,0,Original Creator,5530|6896|48580|49114,Pandora Hearts|Pandora Hearts Omake|Vanitas no Karte|Vanitas no Karte Part 2
"Ooima, Yoshitoki",105951,2473,1221,2473,4,4,0,0,Original Creator,28851|35566|41025|49709,Koe no Katachi|Koe no Katachi Specials|Fumetsu no Anata e|Fumetsu no Anata e Season 2
Tsukumizu,118713,2473,2168,2473,2,2,0,0,Original Creator,35838|36468,Shoujo Shuumatsu Ryokou|Shoujo Shuumatsu Jugyou
"Toboso, Yana",98768,2462,831,2462,8,7,0,1,Original Creator|Original Character Design,4898|6707|22145|23317|31812|40786|55855|59228,Kuroshitsuji|Kuroshitsuji II|Kuroshitsuji: Book of Circus|Kuroshitsuji: Book of Murder|Kuroshitsuji Movie: Book of the Atlantic|Skate-Leading☆Stars|Kuroshitsuji: Kishuku Gakkou-hen|Kuroshitsuji: Midori no Majo-hen
"Okada, Mari",100978,2426,1134,2426,4,3,2,0,Director|Original Creator,35851|36884|38753|49303,Sayonara no Asa ni Yakusoku no Hana wo Kazarou|Hisone to Maso-tan|Araburu Kisetsu no Otome-domo yo.|Alice to Therese no Maboroshi Koujou
"Araki, Tetsurou",100088,2381,675,2381,18,0,18,0,Director,402|1535|2994|5039|8074|9515|10793|16498|18397|23775|23777|25781|28623|33519|33520|34544|50549|54005,Otogi Juushi Akazukin OVA|Death Note|Death Note: Rewrite|Kurozuka|Highschool of the Dead|Highschool of the Dead: Drifters of the Dead|Guilty Crown|Shingeki no Kyojin|Shingeki no Kyojin OVA|Shingeki no Kyojin Movie 1: Guren no Yumiya|Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa|Shingeki no Kyojin: Kuinaki Sentaku|Koutetsujou no Kabaneri|Koutetsujou no Kabaneri Movie 1: Tsudou Hikari|Koutetsujou no Kabaneri Movie 2: Moeru Inochi|Koutetsujou no Kabaneri Movie 3: Unato Kessen|Bubble|COLORs
"Furudate, Haruichi",103260,2231,1413,2231,15,15,0,0,Original Creator,20583|25303|28891|29755|30364|32935|35110|35111|35321|35806|38883|40262|40372|40776|52742,"Haikyuu!!|Haikyuu!! Lev Genzan!|Haikyuu!! Second Season|Haikyuu!! Movie 1: Owari to Hajimari|Haikyuu!! Movie 2: Shousha to Haisha|Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou|Haikyuu!! Movie 3: Sainou to Sense|Haikyuu!! Movie 4: Concept no Tatakai|Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun|Haikyuu!! vs. ""Akaten""|Haikyuu!! To the Top|Haikyuu!! Riku vs. Kuu|Haikyuu!! (OVA)|Haikyuu!! To the Top Part 2|Haikyuu!! Movie: Gomisuteba no Kessen"
"Hayashi, Yuuki",119492,2187,897,2187,1,1,0,0,Original Creator,9205,Kaichuu!
"Umino, Chica",97891,2181,1218,2181,10,6,0,4,Original Creator|Original Character Design,16|644|1142|5630|6372|6637|6927|31646|35180|38154,Hachimitsu to Clover|Hachimitsu to Clover Specials|Hachimitsu to Clover II|Higashi no Eden|Higashi no Eden Movie I: The King of Eden|Higashi no Eden Movie II: Paradise Lost|Higashi no Eden: Air Communication|3-gatsu no Lion|3-gatsu no Lion 2nd Season|3-gatsu no Lion: Ugoku! Nya Shogi
"Sakisaka, Io",99142,2166,715,2166,4,3,0,1,Original Character Design|Original Creator,16528|21995|24151|39753,"Hal|Ao Haru Ride|Ao Haru Ride OVA|Omoi, Omoware, Furi, Furare"
"Gotouge, Koyoharu",119973,2128,1337,2128,10,10,0,0,Original Creator,38000|40456|47398|47778|48861|49926|51019|55701|59192|61179,Kimetsu no Yaiba|Kimetsu no Yaiba Movie: Mugen Ressha-hen|Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Valentine-hen|Kimetsu no Yaiba: Yuukaku-hen|Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Kimetsu no Utage Tokubetsu-hen|Kimetsu no Yaiba: Mugen Ressha-hen|Kimetsu no Yaiba: Katanakaji no Sato-hen|Kimetsu no Yaiba: Hashira Geiko-hen|Kimetsu no Yaiba Movie 1: Mugenjou-hen - Akaza Sairai|Kimetsu no Yaiba x MLB
"Matsumoto, Taiyou",97409,2047,1488,2047,4,3,0,1,Original Creator|Original Character Design,2154|22135|32247|39938,Tekkon Kinkreet|Ping Pong the Animation|Tekkon Kinkreet Pilot|Inu-Ou
"Tanemura, Arina",96878,2019,452,2019,10,4,0,6,Original Creator|Original Character Design,122|142|1613|1996|33899|36963|37962|45577|46654|54118,Full Moon wo Sagashite|Kamikaze Kaitou Jeanne|Jikuu Ihoujin Kyoko: Chocola ni Omakase!|Full Moon wo Sagashite: Kawaii Kawaii Daibouken|IDOLiSH7|IDOLiSH7 Vibrato|IDOLiSH7 Second Beat!|IDOLiSH7 Third Beat!|IDOLiSH7 Third Beat! Part 2|IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD
Mo Xiang Tong Xiu,125523,2005,1214,2005,7,7,0,0,Original Story,37208|38990|40434|40435|40730|44070|50399,Mo Dao Zu Shi|Chuan Shu Zijiu Zhinan|Mo Dao Zu Shi: Wanjie Pian|Mo Dao Zu Shi Q|Tian Guan Cifu|Tian Guan Cifu Special|Tian Guan Cifu Er
"Maneetapho, Garnt",313847,1963,862,1963,1,1,0,0,Original Creator,61984,Bâan: Otona no Kyoukai
"Yokoo, Tarou",119171,0,1925,1925,3,3,0,0,Original Story|Original Creator,51105|56063|59224,NieR:Automata Ver1.1a|NieR:Automata Ver1.1a Part 2|SINoALICE: Ichiban Saigo no Monogatari
"Ichikawa, Haruko",111515,1837,1860,1860,2,1,0,1,Original Character Design|Original Creator,34034|35557,Pokemon Sun & Moon|Houseki no Kuni
"Takeuchi, Naoko",96946,1851,865,1851,16,16,0,0,Original Creator,530|531|532|740|996|997|1239|1240|1278|2937|3076|14751|31733|40024|40429|51716,Bishoujo Senshi Sailor Moon|Bishoujo Senshi Sailor Moon R: The Movie|Bishoujo Senshi Sailor Moon S|Bishoujo Senshi Sailor Moon R|Bishoujo Senshi Sailor Moon: Sailor Stars|Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito|Bishoujo Senshi Sailor Moon SuperS|Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki|Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi|Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi|Bishoujo Senshi Sailor Moon SuperS Specials|Bishoujo Senshi Sailor Moon Crystal|Bishoujo Senshi Sailor Moon Crystal Season III|Bishoujo Senshi Sailor Moon Eternal Movie 1|Bishoujo Senshi Sailor Moon Eternal Movie 2|Bishoujo Senshi Sailor Moon Cosmos Movie
"Kawahara, Reki",106466,1822,534,1822,18,18,0,0,Original Creator|Original Story,11757|11759|13939|16099|20021|21881|31763|31765|36474|36475|37278|37362|39597|40540|42916|50275|53588|55994,Sword Art Online|Accel World|Accel World EX|Sword Art Online: Sword Art Offline|Sword Art Online: Extra Edition|Sword Art Online II|Accel World: Infinite∞Burst|Sword Art Online Movie: Ordinal Scale|Sword Art Online: Alicization|Sword Art Online Alternative: Gun Gale Online|Sword Art Online Fatal Bullet: The Third Episode - Pilot-ban|Sword Art Online Fatal Bullet: The Third Episode|Sword Art Online: Alicization - War of Underworld|Sword Art Online: Alicization - War of Underworld 2nd Season|Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria|Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo|Sword Art Online: Full Dive - Opening Eizou|Sword Art Online Alternative: Gun Gale Online II
"Oku, Hiroya",97718,1804,638,1804,5,5,0,0,Original Creator,384|395|2317|32071|34542,Gantz|Gantz 2nd Stage|Hen|Gantz:O|Inuyashiki
"Lee, Stan",100048,1784,518,1784,9,9,0,1,Original Creator|Original Character Design,4334|6875|6919|15847|21013|25457|34449|34975|37151,Heroman|Iron Man|X-Men|Iron Man: Rise of Technovore|Marvel Disk Wars: The Avengers|Avengers Confidential: Black Widow to Punisher|The Reflection|Marvel Future Avengers|Marvel Future Avengers 2nd Season
"Dezaki, Osamu",100393,1783,1111,1783,44,0,44,0,Director,311|312|313|713|754|795|1328|1415|1420|1421|1423|1434|1451|1466|1520|1521|1723|1760|1761|2282|2402|2452|2618|2831|2921|2922|4264|4485|5155|6262|7329|7330|7479|8108|8109|8130|9177|9613|11685|17959|17963|18637|23615|28983,Ace wo Nerae!|Ace wo Nerae! Final Stage|Ace wo Nerae! (1979)|Air Movie|Yuki no Joou (TV)|Oniisama e...|1 Pound no Fukuin|Lupin III: Bye Bye Liberty - Kiki Ippatsu!|Lupin III: Russia yori Ai wo Komete|Lupin III: Hemingway Paper no Nazo|Lupin III: Napoleon no Jisho wo Ubae|Lupin III: Harimao no Zaihou wo Oe!!|Shuranosuke Zanmaken: Shikamamon no Otoko|Hakugei Densetsu|Black Jack|Black Jack the Movie|Clannad Movie|Golgo 13|Golgo 13: Queen Bee|Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning|Ashita no Joe|Space Adventure Cobra|Takarajima|Ie Naki Ko (Movie)|Ashita no Joe 2
"Konaka, Chiaki",101160,1720,870,1720,1,1,0,0,Original Creator,2261,Malice@Doll
"Nakamura, Asumiko",100583,1697,790,1697,1,1,0,0,Original Creator,30346,Doukyuusei
HoneyWorks,146863,1693,657,1693,5,5,0,0,Original Creator,31245|33036|36220|42750|49692,Zutto Mae kara Suki deshita. Kokuhaku Jikkou Iinkai|Suki ni Naru Sono Shunkan wo. Kokuhaku Jikkou Iinkai|Itsudatte Bokura no Koi wa 10 cm Datta.|Kono Sekai no Tanoshimikata: Secret Story Film|Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto
"Takarai, Rihito",99545,1684,263,1684,2,1,0,1,Original Creator|Original Character Design,35746|39527,6 Lovers|Try Knights
"Adachi, Mitsuru",97104,1637,544,1637,17,17,0,0,Original Creator,386|729|1065|1539|1540|1552|2180|2231|2491|2492|2493|5941|9242|9243|9244|38098|52614,"H2|Hiatari Ryoukou!|Touch|Touch: Cross Road - Kaze no Yukue|Touch: Miss Lonely Yesterday - Are kara, Kimi wa...|Hiatari Ryoukou! Yume no Naka ni Kimi ga Ita|Slow Step|Miyuki|Touch: Sebangou no Nai Ace|Touch 2: Sayonara no Okurimono|Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By|Cross Game|Nine: Original-ban|Nine 2: Koibito Sengen|Nine: Kanketsu-hen|Mix: Meisei Story|Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e"
"Seo, Kouji",97405,1618,294,1618,7,7,0,0,Original Creator,390|11313|17741|20649|33743|52973|55749,Suzuka|Kimi no Iru Machi: Tasogare Kousaten|Kimi no Iru Machi|Kimi no Iru Machi OVA|Fuuka|Megami no Café Terrace|Megami no Café Terrace 2nd Season
Junko,105867,1600,204,1600,1,1,0,0,Original Creator,32899,Watashi ga Motete Dousunda
"Yoshino, Hiroyuki",105817,1561,483,1561,3,3,0,0,Original Creator,6500|9202|10073,Seikon no Qwaser|Seikon no Qwaser: Jotei no Shouzou|Seikon no Qwaser II
"Yoneda, Kou",101257,1560,235,1560,2,2,0,0,Original Creator,39761|41290,Saezuru Tori wa Habatakanai: The Clouds Gather|Saezuru Tori wa Habatakanai: Don't Stay Gold
"Hoshino, Katsura",96892,1550,482,1550,4,2,0,2,Original Creator|Original Character Design,1482|16668|18295|32370,D.Gray-man|Kakumeiki Valvrave|Kakumeiki Valvrave 2nd Season|D.Gray-man Hallow
"Sadamoto, Yoshiyuki",98158,1522,693,1522,15,0,0,15,Original Character Design,48|298|873|1143|1487|3269|3786|9332|10390|11375|33010|35842|36646|53246|57184,.hack//Sign|.hack//Tasogare no Udewa Densetsu|.hack//Roots|.hack//Intermezzo|.hack//Unison|.hack//G.U. Trilogy|Shin Evangelion Movie:|.hack//Quantum|.hack//Quantum: Sore ike! Bokura no Chimuchimu-chan!!|.hack//The Movie: Sekai no Mukou ni|FLCL Progressive|FLCL Alternative|Daitai 3-pun de Wakaru .hack History|Evangelion: 3.0 (-46h)|Great Pretender: Razbliuto
"Amano, Yoshitaka",97967,1500,944,1500,12,4,2,9,Original Character Design|Original Creator|Director,543|732|1157|2249|3670|3671|5802|5819|6909|10639|16788|40074,"Vampire Hunter D (2000)|Vampire Hunter D|Final Fantasy: Unlimited|Amon Saga|Kikou Souseiki Mospeada|Genesis Climber Mospeada: Love, Live, Alive|Fantascope: Tylostoma|Tori no Uta (OVA)|Jungle Taitei: Yuuki ga Mirai wo Kaeru|Deva Zan|Sengoku Bushou Retsuden Bakufuu Douji Hissatsuman|Gibiate"
"Watanabe, Akio",100724,1496,1171,1496,16,0,2,14,Original Character Design|Director,610|1220|10257|12863|17729|25857|28221|29093|29095|31890|32171|37139|37346|40148|48644|49495,Popotan|Hoshizora Kiseki|Pretty Rhythm: Aurora Dream|Pretty Rhythm: Dear My Future|Grisaia no Kajitsu|PriPara Movie: Mi~nna Atsumare! Prism☆Tours|Etotama|Grisaia no Meikyuu: Caprice no Mayu 0|Grisaia no Rakuen|Nurse Witch Komugi-chan R|Ange Vierge|Koyomi History|Etotama: Nyankyaku Banrai|22/7|Gyakuten Sekai no Denchi Shoujo|Etotama: Nyankyaku Banrai - Etotama Pretty Gekijou
