staff_name,staff_id_anilist,staff_favorites_mal,staff_favorites_anilist,staff_favorites,anime_count,original_creator_count,director_count,original_character_design_count,staff_roles,anime_ids,anime_titles
"Dodgson, Charles Lutwidge",142577,0,22,22,3,3,0,0,Original Creator,2572|7245|60778,Fushigi no Kuni no Alice|Sekai Meisaku Douwa: Wow! Maerchen Oukoku|Fushigi no Kuni de Alice to: Dive in Wonderland
Hyeon-Gun,213724,0,22,22,3,3,0,0,Original Story,52299|58567|59841,Ore dake Level Up na Ken|Ore dake Level Up na Ken Season 2: Arise from the Shadow|Ore dake Level Up na Ken: ReAwakening
"Suzuki, Kenya",119586,18,22,22,2,2,0,0,Original Creator,32013|33949,Oshiete! Galko-chan|Oshiete! Galko-chan: Natsuyasumi tte Hontou desu ka?
"Fuyuhara, Patora",119925,22,14,22,2,2,0,0,Original Story,35203|51632,Isekai wa Smartphone to Tomo ni.|Isekai wa Smartphone to Tomo ni. 2
"Touka, Sousuke",153469,0,22,22,2,2,0,0,Original Creator,40834|52657,Ousama Ranking|Ousama Ranking: Yuuki no Takarabako
"Takafumi, Kurashina",121077,0,22,22,13,1,12,0,Original Creator|Director,13629|16233|21065|21333|28959|34118|34121|37334|37775|37776|39566|39854|42507,Furiko|Yowai Mushi|Yakusoku (ONA)|Kazoku no Hanashi|Kizuna (Special)|Pride|Itsumo Kokoro ni Ho|Star Wars/Force no Kakusei|Slide|Kirari Kagayaku|Ooi no Teiou|Tsunagaru|Mamoru Hikitsugu Watashitachi no Kurashi
"Mitsumi, Misato",100677,8,22,22,3,1,0,2,Original Character Design|Original Creator,215|11773|54041,Pia Carrot e Youkoso!! 2 DX|To Heart 2: Dungeon Travelers|16bit Sensation: Another Layer
"Hirao, Auri",102605,9,22,22,1,1,0,0,Original Creator,37890,Oshi ga Budoukan Ittekuretara Shinu
"Kira, Hiroyoshi",103216,0,22,22,1,1,0,0,Original Creator,61742,Dekichau made Kon
"Okada, Toshio",107647,21,22,22,1,1,0,0,Original Creator,949,Top wo Nerae! Gunbuster
Hakaba,108037,22,18,22,1,1,0,0,Original Creator,17012,Koukai Benjo The Animation
"Akagi, Hirotaka",119274,22,14,22,1,1,0,0,Original Story,29786,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai
tugeneko,119509,13,22,22,1,1,0,0,Original Creator,37920,Ueno-san wa Bukiyou
"Inoya, Kotoba",123014,22,17,22,1,1,0,0,Original Creator,40392,Runway de Waratte
Momo,172533,1,22,22,1,1,0,0,Original Story,60416,Wu Lian Dianfeng
"Wu, Zhe",189768,3,22,22,1,1,0,0,Original Story,41051,Jie Yao
"Tamura, Yui",237283,1,22,22,1,1,0,0,Original Creator,60254,Yano-kun no Futsuu no Hibi
"Shiono, Etorouji",96928,22,18,22,1,1,0,0,Original Creator,58216,Übel Blatt
"Shibata, Yokusaru",97094,8,22,22,1,1,0,0,Original Creator,230,Air Master
"Kirihara, Izumi",97898,0,22,22,1,1,0,0,Original Creator,1721,Hitohira
"Fukami, Makoto",99169,22,15,22,1,1,0,0,Original Story,37979,Mahou Shoujo Tokushusen Asuka
"Nishio, Daisuke",101823,22,11,22,22,0,22,0,Director,223|225|230|502|603|891|894|895|896|899|985|986|1327|1929|2076|2077|2385|2682|2835|3312|7619|26053,Dragon Ball|Dragon Ball GT|Air Master|Dragon Ball Movie 1: Shen Long no Densetsu|Futari wa Precure|Dragon Ball Movie 2: Majinjou no Nemurihime|Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!|Dragon Ball Z Movie 02: Kono Yo de Ichiban Tsuyoi Yatsu|Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen|Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi|Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks|Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen|Aoki Densetsu Shoot!|Futari wa Precure: Max Heart|Kindaichi Shounen no Jikenbo|Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin|One Piece: Jango no Dance Carnival|Aoki Densetsu Shoot! (Movie)|Patalliro!|Dr. Slump|Gegege no Kitarou (1996)|Futari wa Precure: Splash☆Star Maji★Doki♥ Theater
"Satou, Hikaru",125221,11,22,22,6,0,6,0,Director,18495|36906|54714|57616|59505|62811,Kitaku-bu Katsudou Kiroku|Jashin-chan Dropkick|Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo|Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo 2nd Season|Kankin Kuiki Level X|Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo 3rd Season
"Katou, Ryuu",125421,22,20,22,4,0,4,0,Director,19233|22249|29771|29772,Around|Yodaka no Hoshi|Recorder|Calm
MTJJ,156832,14,22,22,4,0,4,0,Director,33443|36588|40211|61952,Luo Xiaohei Zhanji|Luo Xiaohei Zhanji Fanwai|Luo Xiaohei Zhanji (Movie)|Luo Xiaohei Zhanji 2
"Okada, Kenjirou",142260,22,15,22,2,0,2,0,Director,55855|59228,Kuroshitsuji: Kishuku Gakkou-hen|Kuroshitsuji: Midori no Majo-hen
Koin,112809,18,22,22,13,0,0,13,Original Character Design,3503|4760|6791|7596|7875|9598|10477|11785|15699|18713|26023|38790|41514,Kanokon|Kanokon Specials|Kanokon: Manatsu no Dai Shanikusai|Haiyoru! Nyaruani|Kanokon: Manatsu no Dai Shanikusai Specials|Haiyoru! Nyaruani: Remember My Love(craft-sensei)|Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special|Haiyore! Nyaruko-san|Haiyore! Nyaruko-san W|Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata|Haiyore! Nyaruko-san F|Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.|Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2
QP:flapper,103570,13,22,22,11,0,0,11,Original Character Design,8424|9581|28221|29511|30919|32607|32961|37346|38891|40842|49495,MM!|MM! Specials|Etotama|Ongaku Shoujo|Sora no Method: Aru Shoujo no Kyuujitsu★|Gi(a)rlish Number|Regalia: The Three Sacred Stars|Etotama: Nyankyaku Banrai|Sora no Method: Mou Hitotsu no Negai|Idoly Pride|Etotama: Nyankyaku Banrai - Etotama Pretty Gekijou
"Minakata, Sunao",103437,22,17,22,2,0,0,2,Original Character Design,19429|24751,Akuma no Riddle|Akuma no Riddle: Shousha wa Dare? Nukiuchi Test
Fame,124335,4,22,22,2,0,0,2,Original Character Design,53439|56758,Boushoku no Berserk|Mattari Kaisetsu: Boushoku no Berserk
"Morii, Shizuki",109963,9,22,22,1,0,0,1,Original Character Design,53127,Fate/strange Fake: Whispers of Dawn
ue,120106,22,21,22,1,0,0,1,Original Character Design,33502,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?
Derauea,134640,1,22,22,1,0,0,1,Original Character Design,35512,Honoo no Haramase Oppai: Ero Appli Gakuen The Animation
"Yanase, Takashi",102197,5,21,21,30,30,2,0,Original Creator|Director,2199|7771|9279|9446|9451|9810|10056|10057|10058|10060|10061|10684|11791|17213|18591|21291|21293|21297|21935|21937|21943|21947|21961|21967|21969|22035|23617|27495|27569|37050,Chirin no Suzu|Chiisana Jumbo|Bara no Hana to Joe|Sore Ike! Anpanman: Niji no Pyramid|Sore Ike! Anpanman: Ningyohime no Namida|Nyani ga Nyandaa Nyandaa Kamen|Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken|Sore Ike! Anpanman: Tobe! Tobe! Chibigon|Sore Ike! Anpanman: Yuurei Sen wo Yattsukero!!|Sore Ike! Anpanman: Soratobu Ehon to Glass no Kutsu|Sore Ike! Anpanman: Baikinman no Gyakushuu|Sore Ike! Anpanman: Sukue! Kokorin to Kiseki no Hoshi|Sore Ike! Anpanman: Ruby no Negai|Sore Ike! Anpanman: Dadandan to Futago no Hoshi|Sore Ike! Anpanman: Inochi no Hoshi no Dolly|Sore Ike! Anpanman: Minami no Umi wo Sukue!|Sore Ike! Anpanman: Shabondama no Purun|Sore Ike! Anpanman: Yakisobapanman to Black Sabotenman|Sore Ike! Anpanman: Anpanman to Okashina Nakama|Sore Ike! Anpanman: Anpanman to Yukai na Nakama-tachi|Sore Ike! Anpanman: Baikinman to 3-bai Punch|Sore Ike! Anpanman: Gomira no Hoshi|Sore Ike! Anpanman: Minna Atsumare! Anpanman World
"Zheng, Jianhe",114237,0,21,21,10,10,0,9,Original Creator|Original Character Design|Original Story,33758|36910|38467|38490|41215|49098|49398|51791|52680|58001,Wu Geng Ji|Wu Geng Ji: Tianqi|Wu Geng Ji: San Jie|Xi Xing Ji|Xi Xing Ji: Jijie Pian|Xi Xing Ji: Suming Pian|Wu Geng Ji 4th Season|Xi Xing Ji: Chongsheng Pian|Wu Geng Ji 4th Season Part 2|Kuang Wang
"Sasaki, Mutsumi",107278,20,21,21,12,7,0,5,Original Creator|Original Character Design,125|126|216|259|260|261|262|362|2926|4975|7579|30485,Futakoi|Futakoi Alternative|Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari|Happy☆Lesson|Happy☆Lesson (TV)|Happy☆Lesson Advance|Happy☆Lesson The Final|Memories Off 2nd|Myself; Yourself|ChäoS;HEAd|Happy☆Lesson: Hokahoka★Kanna to Futari Kiri|ChäoS;Child
"Aisora, Manta",112811,21,12,21,7,7,0,0,Original Creator,7596|9598|10477|11785|15699|18713|26023,Haiyoru! Nyaruani|Haiyoru! Nyaruani: Remember My Love(craft-sensei)|Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special|Haiyore! Nyaruko-san|Haiyore! Nyaruko-san W|Haiyore! Nyaruko-san: Yasashii Teki no Shitome-kata|Haiyore! Nyaruko-san F
"Tsukiji, Toshihiko",96957,12,21,21,5,5,0,0,Original Creator,193|6129|6205|7782|10076,Maburaho|Umi Monogatari: Anata ga Ite Kureta Koto|Kämpfer|Kämpfer Picture Drama|Kämpfer für die Liebe
"Sakura, Momoko",110169,21,15,21,3,3,0,0,Original Creator,951|3203|3869,Chibi Maruko-chan|Chibi Maruko-chan Movie|Sakura Momoko Gekijou: Coji-Coji
"Shimizu, Yuu",110525,21,15,21,3,3,0,0,Original Story,22877|25285|50184,Seireitsukai no Blade Dance|Seireitsukai no Blade Dance Specials|Seiken Gakuin no Makentsukai
"Ragawa, Marimo",96934,10,21,21,3,3,0,0,Original Creator,1485|42590|46119,Akachan to Boku|Mashiro no Oto|Mashiro no Oto Mini
"Moriyama, Yuuji",100658,12,21,21,12,2,12,0,Director|Original Creator,231|373|382|1233|1296|1297|1298|1580|2524|2527|3417|10463,Asagiri no Miko|Bannou Bunka Neko-Musume|Futari Ecchi|Aozora Shoujo-tai|Project A-Ko 2: Daitokuji Zaibatsu no Inbou|Project A-Ko 3: Cinderella Rhapsody|Project A-Ko 4: Final|Mouryou Senki Madara|Jungle de Ikou!|Kotetsu no Daibouken|Yawaraka Sangokushi Tsukisase!! Ryofuko-chan|Exper Zenon
"Monchi, Kaori",97849,21,8,21,3,2,0,1,Original Character Design|Original Creator,1908|5774|35746,Lesson XX|Seitokaichou ni Chuukoku|6 Lovers
"Ishizuka, Chihiro",106320,21,21,21,2,2,0,0,Original Creator,31376|33681,Flying Witch|Flying Witch Petit Special
"Yoshida, Morohe",108203,15,21,21,2,2,0,0,Original Creator,20457|22057,"Inari, Konkon, Koi Iroha.|Inari, Konkon, Koi Iroha. Inari, Konkon, Semishigure."
"Miki, Nazuna",124275,14,21,21,2,2,0,0,Original Story,51764|58437,"Level 1 dakedo Unique Skill de Saikyou desu|Botsuraku Yotei no Kizoku dakedo, Hima Datta kara Mahou wo Kiwametemita"
"Kazumi, Yoshiyuki",106355,10,21,21,1,1,0,0,Original Creator,4010,Alignment You! You! The Animation
"Katsura, Yoshihiro",110015,2,21,21,1,1,0,0,Original Creator,39058,Megane no Megami
"Arii, Memeco",114177,21,18,21,1,1,0,0,Original Creator,33654,Hitorijime My Hero
"Okujima, Hiromasa",116651,8,21,21,1,1,0,0,Original Creator,58265,Babanbabanban Vampire
Tachi,117681,21,18,21,1,1,0,0,Original Creator,20047,Sakura Trick
Fumihiko,118045,1,21,21,1,1,0,0,Original Creator,50436,"Otaku ni Yasashii Gal toka, Kyonyuu no Osananajimi toka."
"Tsurusaki, Yuu",118734,12,21,21,1,1,0,0,Original Story,48997,Fantasy Bishoujo Juniku Ojisan to
"Note., Last",119166,21,15,21,1,1,0,0,Original Creator,28817,Mikagura Gakuen Kumikyoku (TV)
"Kondou, Kenichi",120684,6,21,21,1,1,0,0,Original Creator,52505,Dark Gathering
"Ookubo, Kei",122460,8,21,21,1,1,0,0,Original Creator,40128,Arte
"Shimizu, Yuu",125224,21,0,21,1,1,0,0,Original Creator,36513,Rokuhou-dou Yotsuiro Biyori
Ibarakino,139664,4,21,21,1,1,0,0,Original Story,59144,"Fuguushoku ""Kanteishi"" ga Jitsu wa Saikyou Datta"
"Kotobuki, Tarako",151375,21,7,21,1,1,0,0,Original Creator,5719,Sex Pistols
"Karasu, Piero",158587,9,21,21,1,1,0,0,Original Story,52736,Tensei Oujo to Tensai Reijou no Mahou Kakumei
"Ookuma, Rasuko",181232,5,21,21,1,1,0,0,Original Creator,53262,Hoshikuzu Telepath
Hamburger,215097,0,21,21,1,1,0,0,Original Creator,58725,Ninja to Koroshiya no Futarigurashi
"Momo, Denbu",280602,0,21,21,1,1,0,0,Original Creator,52252,Delivery Chi*ko wo Tanomitai Oneesan
"Ikeda, Takashi",99083,21,14,21,1,1,0,0,Original Creator,6203,Sasameki Koto
"Nanba, Hitoshi",106268,21,9,21,18,0,18,0,Director,265|287|1892|2726|3116|4286|4334|8425|12589|34321|36028|37989|39725|40059|52305|53762|57487|59497,Hajime no Ippo: Mashiba vs. Kimura|Grappler Baki (TV)|YAT Anshin! Uchuu Ryokou 2|Sukeban Deka|Dash! Yonkurou|Bonobono (TV)|Heroman|Gosick|3 Choume no Tama: Onegai! Momo-chan wo Sagashite!!|Fate/Grand Order: First Order|Golden Kamuy|Golden Kamuy 2nd Season|I★Chu: Halfway Through the Idol|Golden Kamuy 3rd Season|Tomo-chan wa Onnanoko!|#Compass 2.0: Sentou Setsuri Kaiseki System|Rising Impact|Rising Impact Season 2
"Yamazaki, Kazuo",103823,21,8,21,9,0,9,0,Director,526|734|943|1452|1478|1793|1922|1923|2042,Boku no Chikyuu wo Mamotte|Kizuna: Koi no Karasawagi|Yume Tsukai|The Samurai|City Hunter: Goodbye My Sweetheart|Kaze no Na wa Amnesia|Urusei Yatsura Movie 3: Remember My Love|Urusei Yatsura Movie 4: Lum The Forever|Five Star Stories
"Kosaka, Harume",105377,21,5,21,7,0,7,0,Director,1037|1878|2937|6117|39567|40762|50993,"Saint Beast: Seijuu Kourin-hen|Kaze no Shoujo Emily|Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi|Gokujou!! Mecha Mote Iinchou|Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana|Keishichou Tokumubu Tokushu Kyouakuhan Taisakushitsu Dainanaka: Tokunana - Ichinen Mae, Nijou Kujaku no Urei|Shiyakusho"
"Furukawa, Taku",126647,21,9,21,7,0,7,0,Director,3799|4761|5299|23517|29629|30392|36157,Speed|Tokyo Loop|Coffee Tadaiku|Calligraffiti|Coffee Break|Joukyou Monogatari|Zettai 15-byou Animation!
"Miyaji, Masayuki",102156,21,6,21,3,0,3,0,Director,4177|13335|38015,Bounen no Xamdou|Fuse: Teppou Musume no Torimonochou|Shika no Ou: Yuna to Yakusoku no Tabi
"Oshima, Nagisa",125489,0,21,21,2,0,2,0,Director,5232|40302,Ninja Bugei-chou|Ninja Bugei-chou Pilot Film
"Nakazono, Masato",136211,3,21,21,2,0,2,0,Director,40272|56165,A3! Season Autumn & Winter|Boukyaku Battery (TV)
"Shiki, Douji",101520,8,21,21,8,0,0,8,Original Character Design,71|72|73|1015|6291|31931|44524|52281,Full Metal Panic!|Full Metal Panic? Fumoffu|Full Metal Panic! The Second Raid|Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi|Full Metal Panic! The Second Raid Episode 00|Full Metal Panic! Invisible Victory|Isekai Meikyuu de Harem wo|Isekai Meikyuu de Harem wo Specials
"Hanamura, Mai",186239,12,21,21,3,0,0,3,Original Character Design,15085|20655|39905,Amnesia|Amnesia OVA|Collar x Malice Movie: Deep Cover
Munyu,104707,0,21,21,2,0,0,2,Original Character Design,7148|12581,Ladies versus Butlers!|Asa made Jugyou Chu!
"Yufu, Kyouko",103251,6,21,21,1,0,0,1,Original Character Design,54650,Precure All Stars Movie F
"Yabuno, Tenya",106619,21,9,21,1,0,0,1,Original Character Design,49515,Digimon Ghost Game
sune,124493,5,21,21,1,0,0,1,Original Character Design,39326,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?
"Komeshiro, Kasu",125901,7,21,21,1,0,0,1,Original Character Design,36737,Real Eroge Situation! The Animation
"Miwabe, Sakura",164204,8,21,21,1,0,0,1,Original Character Design,52934,"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu"
Choboraunyopomi,118787,20,18,20,5,5,0,0,Original Creator,16169|23551|30746|30954|34295,Choboraunyopomi Gekijou Ai Mai Mii|Choboraunyopomi Gekijou Dai Ni Maku Ai Mai Mii: Mousou Catastrophe|Fushigi na Somera-chan|Jakusansei Million Arthur|Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends
"Futami, Sui",105665,16,20,20,3,3,0,0,Original Creator,31793|33795|56348,Mahou Shoujo Nante Mou Ii desu kara.|Mahou Shoujo Nante Mou Ii desu kara. Second Season|Dungeon no Naka no Hito
"Haga, Yui",100004,20,14,20,10,2,0,8,Original Character Design|Original Creator,6347|7805|7870|8516|9736|10431|10582|10834|24727|36250,"Baka to Test to Shoukanjuu|Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai|Baka to Test to Shoukanjuu Specials|Baka to Test to Shoukanjuu Ni!|Astarotte no Omocha!|Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""|Astarotte no Omocha! EX|Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou|Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi|Baka to Test to Shoukanjuu Mini Anime"
"Soft, Minato",100506,19,20,20,2,2,0,0,Original Creator,3229|10213,Kimi ga Aruji de Shitsuji ga Ore de|Maji de Watashi ni Koi Shinasai!
"Matsuno, Akinari",103569,20,5,20,2,2,0,0,Original Creator,8424|9581,MM!|MM! Specials
"Nanami, Mao",107286,20,11,20,2,2,0,0,Original Creator,36793|37956,3D Kanojo: Real Girl|3D Kanojo: Real Girl 2nd Season
Dozeumaru,120621,9,20,20,2,2,0,0,Original Story,41710|49930,Genjitsu Shugi Yuusha no Oukoku Saikenki|Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2
"Kinoshita, Sakura",96940,20,4,20,2,2,0,0,Original Creator,173|335,Tactics|Matantei Loki Ragnarok
"Kubooka, Toshiyuki",107701,13,20,20,14,1,8,5,Original Character Design|Director|Original Creator,1694|4033|10218|10278|12113|12115|14835|17437|31618|35983|40571|50854|52347|58572,"iDOLM@STER Xenoglossia|The iDOLM@STER Live For You!|Berserk: Ougon Jidai-hen I - Haou no Tamago|The iDOLM@STER|Berserk: Ougon Jidai-hen II - Doldrey Kouryaku|Berserk: Ougon Jidai-hen III - Kourin|The iDOLM@STER Shiny Festa|The iDOLM@STER Movie: Kagayaki no Mukougawa e!|Kanojo ga Kanji wo Suki na Riyuu.|Harukana Receive|Majo no Tabitabi|Benriya Saitou-san, Isekai ni Iku|Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su|Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season"
"Kameyama, Youhei",359650,8,20,20,2,1,2,0,Director|Original Creator,57925|61274,Milky☆Highway|Ginga Tokkyuu Milky☆Subway
"Youshu, Ohepe",101760,7,20,20,1,1,0,0,Original Creator,4600,Aneki... My Sweet Elder Sister The Animation
"Kawashima, Ai",102976,20,9,20,1,1,0,0,Original Creator,6670,8-gatsu no Symphony: Shibuya 2002-2003
"Sawajiri, Merou",108007,1,20,20,1,1,0,0,Original Creator,50051,Abandon: 100 Nuki Shinai to Derarenai Fushigi na Kyoushitsu
Rejet,108723,20,12,20,1,1,0,0,Original Creator,33113,Scared Rider Xechs
"Furuhashi, Hideyuki",113837,14,20,20,1,1,0,0,Original Story,60593,Vigilante: Boku no Hero Academia Illegals
"Hitsuji, Tarou",119462,8,20,20,1,1,0,0,Original Story,32951,Rokudenashi Majutsu Koushi to Akashic Records
"Ichitomo, Kazutomo",121947,2,20,20,1,1,0,0,Original Creator,50854,"Benriya Saitou-san, Isekai ni Iku"
"Mitarai, Yuuki",127547,4,20,20,1,1,0,0,Original Creator,39803,Boku to Sensei to Tomodachi no Mama
Bino,128788,0,20,20,1,1,0,0,Original Creator,38619,Joshikousei no Mudazukai
"Tsuji, Santa",132180,18,20,20,1,1,0,0,Original Creator,20555,SoniAni: Super Sonico The Animation
"Mizusawa, Megumi",96915,20,11,20,1,1,0,0,Original Creator,2037,Hime-chan no Ribbon
"Yuuki, Tsumugi",98831,1,20,20,1,1,0,0,Original Creator,38031,Kansen Sodom
"Otono, Natsu",98842,10,20,20,1,1,0,0,Original Creator,18691,Joshikousei no Koshitsuki
"Arai, Takahiro",99888,20,8,20,1,1,0,0,Original Creator,50012,Meitantei Conan: Zero no Tea Time
"Nishimura, Junji",101837,20,18,20,37,0,37,0,Director,251|419|879|1007|1008|1010|1011|1108|1227|1325|1524|1573|2011|2013|2129|2971|4080|5828|6981|7592|9409|11783|16385|16650|17307|17635|21523|23079|30795|33589|35964|38199|39990|43760|50999|54754|59484,Kyou kara Maou!|Samurai Deeper Kyou|Simoun|Ranma ½ OVA|Ranma ½: Yomigaeru Kioku|Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou|Ranma ½ Super|Senkaiden Houshin Engi|Shuten Douji|Hamelin no Violin Hiki|Fuujin Monogatari|Kishin Douji Zenki|Taiho Shichau zo Special|Taiho Shichau zo The Movie|True Tears|Kyou kara Maou! R|Kyou kara Maou! 3rd Series|Kishin Douji Zenki Gaiden: Anki Kitan|Super Zugan|Nurarihyon no Mago|D-1 Devastator|Dog Days'|Dog Days''|Pro Golfer Saru (TV)|Dr. Typhoon
"Watase, Toshihiro",139546,11,20,20,24,0,24,0,Director,2798|4604|6337|7276|7730|12143|23047|24327|25877|31400|32982|34529|37222|37340|38779|39963|41512|41793|46701|49989|50161|51723|52252|52717,Hatsu Inu The Animation|Reijou Caster: Ingyaku no Wana|Hitoriga The Animation|Natsumushi The Animation|Issho ni H Shiyo|Swing Out Sisters|Tennen Koi-iro Alcohol|Oyome-sama Honey Days♥|Demonion: Gaiden|Rinkan Biyaku Chuudoku: Nigeba Nashi! 1428-nin no Seito Zenin ni Sex Sareru Reijou Sayaka|Imakara Atashi......|Toriko no Kusari: Shojo-tachi wo Yogosu Midara na Kusabi|Tsun M! Gyutto Shibatte Shidoushite The Animation|Venus Blood: Brave|Kami-machi Sana-chan The Animation|Yubisaki kara Honki no Netsujou: Osananajimi wa Shouboushi|Kutsujoku 2 The Animation|Hajimete no Orusuban|Yubisaki kara Honki no Netsujou 2: Koibito wa Shouboushi|Yamitsuki Pheromone The Animation|Anehame: Ore no Hatsukoi ga Jisshi na Wake ga Nai|#Ima made de Ichiban Yokatta Sex The Animation|Delivery Chi*ko wo Tanomitai Oneesan|Harem Camp!
"Morii, Kenshirou",122366,20,3,20,22,0,22,0,Director,13561|19391|22113|23499|25875|30617|32447|33004|35427|36502|37755|38354|40707|41574|49939|50789|51097|51149|51465|53766|56903|61273,"Guilty Crown: 4-koma Gekijou|Shingeki no Kyojin Picture Drama|Kyoukaisenjou no Horizon: Kyokutou Naruhodo Kouza|Gakumon!: Ookami Shoujo wa Kujikenai|Wake Up, Girl Zoo!|Animegatari|Nora to Oujo to Noraneko Heart|Tanaka-kun wa Kyou mo Kedaruge|Animegataris|MahoYome|Golden Douga Gekijou|Ganbare! Memeko-chan|Shiohi Girls: Vongole Bianco|Guraburu!|Petit Seka|Jantama Pong☆|MahoYome Specials|Golden Douga Gekijou Specials|Jantama Pong☆ Web Special|Jantama Pong☆ Special|MyGO!!!!! Member no Nichijou|Tsurezure PoPiPa"
"Okamoto, Tadanari",107441,15,20,20,16,0,16,0,Director,4095|4097|4218|4220|13083|13085|13087|13089|29585|29793|29795|29797|29870|30065|30070|30072,Chuumon no Ooi Ryouriten (1991)|Nanmu Ichibyousokusai|Niji ni Mukatte|Okon Joururi|Fushigi na Kusuri|Kitsutsuki Keikaku|Youkoso Uchuujin|Hana to Mogura|Chikotan|Chikara Bashi|Onigakure Yama no Soba no Hana|Risu no Panache|Kagami|Osamishi Tani no Wakare Uta|Shiroi Zou (1981)|Hito no Kita Tooku Nagai Michi
"Wada, Atsushi",132778,20,17,20,10,0,10,0,Director,4761|9976|20153|28641|28831|29904|29906|29908|53749|54847,Tokyo Loop|Wakaranai Buta|Hana no Hi|Great Rabbit|Anomalies|Yellow|Kakari|Kodomo no Kaitei no Koto|Bokutachi no American Football|Ikimono-san
"Tamura, Masafumi",118607,11,20,20,6,0,6,0,Director,32171|36009|36407|40496|47790|48417,"Ange Vierge|Two Car|Kenja no Mago|Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou|Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru|Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou"
"Ueda, Shigeru",242744,20,2,20,5,0,5,0,Director,27967|32455|35997|42627|46604,Senran Kagura Estival Versus: Mizugi-darake no Zenyasai|Gekidol: Actidol Project|Märchen Mädchen|Peach Boy Riverside|Dolls' Frontline
"Ueda, Shigeru",101468,20,5,20,4,0,4,0,Director,445|1127|1250|3342,Tales of Eternia The Animation|UFO Princess Valkyrie|Erementar Gerad|Mnemosyne: Mnemosyne no Musume-tachi
"Sakurai, Chikara",123419,3,20,20,4,0,4,0,Director,23945|34134|38357|42808,Majimoji Rurumo|One Punch Man 2nd Season|Majimoji Rurumo: Kanketsu-hen|Shenmue the Animation
Masayuki,107729,14,20,20,4,0,3,1,Original Character Design|Director,474|2759|3784|3785,Macross Plus|Evangelion Movie 1: Jo|Evangelion Movie 2: Ha|Evangelion Movie 3: Q
"Honma, Shuu",221827,5,20,20,3,0,3,0,Director,50380|57369|57947,Paripi Koumei|Paripi Koumei: Road to Summer Sonia|Mayonaka Punch
"Ishii, Ao",290117,10,20,20,3,0,3,0,Director,48697|50488|55547,Eroge de Subete wa Kaiketsu Dekiru! The Animation|Garden: Takamine-ke no Nirinka - The Animation|Kono Koi ni Kizuite The Animation
"Ootani, Hajime",142258,4,20,20,2,0,2,0,Director,3210|40752,Ikoku Irokoi Romantan|Bishounen Tanteidan
"Baba, Makoto",111203,20,0,20,1,0,1,0,Director,12685,Code Geass: Hangyaku no Lelouch - Nunnally in Wonderland
"Kojima, Keisuke",134263,4,20,20,1,0,1,0,Director,47163,"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita"
