character_name,character_id_anilist,character_id_mal,character_favorites_mal,character_favorites_anilist,character_favorites,anime_count,anime_ids,voice_actor_names
"Sakurada, Mother",51363,51363,0,0,0,4,10232|15731|21737|29830,"Hirano, Fumi"
"Sakurai, Asuka",11805,11805,0,0,0,4,615|920|921|1048,"Tamura, Yukari"
"Sanada, Masayuki",55613,55613,0,0,0,4,10324|22135|33803|34738,"Itou, Kentarou|Hamada, Kenji|Ishii, Tomoya"
Sanpei,36154,36154,0,0,0,4,496|1445|3214|34028,"Aono, Takeshi|Ootake, Hiroshi|Oikawa, Hiroo|Hara, Asami"
"Sasaki, Kiiko",,84813,0,0,0,4,21743|35086|35424|35425,"Ohara, Sayaka"
"Sasuga, Zuruko",,216726,0,0,0,4,6899|25889|25891|30648,"Matsumoto, Rica"
"Satou, Masashi",,241488,0,0,0,4,289|472|685|3977,"Hoshi, Souichirou"
Sawada,343980,154123,0,0,0,4,1767|2154|8142|31043,"Hosoi, Osamu|Kudou, Kankurou|Fujiwara, Keiji|Ookawa, Tooru"
"Scorpion, Führer",136787,141198,0,0,0,4,23|1771|7793|10346,"Midorikawa, Hikaru"
"Segawa, Mizuki",3046,3046,0,0,0,4,1336|1374|2293|6016,"Mizutani, Yuuko|Mizuki, Nana|Tomizawa, Michie"
"Seii, Ichirou",,94683,0,0,0,4,19775|24893|28495|35759,"Tsuboi, Tomohiro"
Selenoa,303093,181345,0,0,0,4,34649|40109|41714|41814,Yukana
"Shaing, Maria",,130555,0,0,0,4,15197|15199|15201|30711,"Noto, Mamiko"
Shan,78349,111243,0,0,0,4,110|302|39194|40957,"Okamoto, Maya|Nakamura, Takeki|Kaida, Yuuko"
"Shimazu, Yoshihiro",36258,36258,0,0,0,4,5355|6634|23201|33032,"Ogata, Kenichi|Saitou, Jirou"
"Shinatora, Futaba",280592,201963,0,0,0,4,23|1771|7793|10346,"Inoue, Fumiko"
"Shinatose, Yure",,100423,0,0,0,4,19775|24893|28495|35759,"Noto, Mamiko"
"Shinohara, Hiroki",83539,83539,0,0,0,4,23249|23931|33064|40389,"Hirakawa, Daisuke"
Shinpan,230754,,0,0,0,4,2309|15125|27837|56165,"Shirokuma, Hiroshi|MoeMi|Inaba, Minoru|Maki, Shunichi"
Shisai,398037,,0,0,0,4,1436|1793|3220|3886,"Nakata, Kazuhiro|Kakegawa, Hirohiko|Yonekura, Masakane|Yanami, Jouji"
