voice_actor_name,voice_actor_id_anilist,voice_actor_id_mal,voice_actor_favorites_mal,voice_actor_favorites_anilist,voice_actor_favorites,anime_count,main_role_count,supporting_role_count,anime_ids,anime_titles
"Kishio, Daisuke",95440,,1063,186,1063,31,8,29,119|1050|2309|2789|3702|4444|4983|5065|5216|5774|6702|9528|9982|12049|19367|21743|22043|27629|32571|32881|34979|35880|35972|36022|36827|37368|38540|39457|51901|53151|61209,"Final Approach|Bobobo-bo Bo-bobo|Azusa, Otetsudai Shimasu!|B-Legend! Battle B-Daman|Detroit Metal City|Zero Duel Masters|Hells|Detroit Metal City: Birth of the Metal Devil|D.C.if: Da Capo if|Seitokaichou ni Chuukoku|Fairy Tail|Transformers Superlink Special|Fairy Tail OVA|Fairy Tail Movie 1: Houou no Miko|Galilei Donna|Donten ni Warau|Fairy Tail (2014)|Tantei Kageki Milky Holmes TD|Shounen Ashibe: Go! Go! Goma-chan|Tiger Mask W|Shounen Ashibe: Go! Go! Goma-chan 2"
"Suzushiro, Sayumi",126963,48122,1060,994,1060,94,26,67,21877|37245|37561|37786|37999|38040|38186|38301|38422|38481|38529|38573|39570|39819|40004|40102|40496|40591|40620|40679|40708|40769|40960|41457|42519|42892|43608|43609|44203|45055|46422|47158|47161|47917|48417|48418|48569|48842|49376|49438|49612|49778|49785|49828|49930|50197|50221|50287|50338|50380|50461|50475|50869|50923|51614|51648|51958|52198|52367|52709|52973|53129|53199|53237|53379|53526|53802|54103|54309|54724|54790|54852|55357|55514|55597|55749|56062|56348|57433|57567|57945|58059|58173|58811|59027|59135|59144|59770|60063|60523|60593|61276|61903|61971,"High Score Girl|Gundam Build Divers|Akanesasu Shoujo|Yagate Kimi ni Naru|Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen|Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu|Bokutachi wa Benkyou ga Dekinai|Kouya no Kotobuki Hikoutai|High Score Girl: Extra Stage|Toaru Kagaku no Railgun T|Rifle Is Beautiful|Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?|High Score Girl II|Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru|Bokutachi wa Benkyou ga Dekinai!|Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka? Namiuchigiwa no Okaasan wa Suki desu ka?|Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou|Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen|Uramichi Oniisan|2.43: Seiin Koukou Danshi Volley-bu|Monster Musume no Oishasan|Rifle Is Beautiful: Zenkoku Taikai Is Mokuzen|Cheat Kusushi no Slow Life: Isekai ni Tsukurou Drugstore|86|Bokutachi wa Benkyou ga Dekinai! Chapel no Kane wa [X] wo Shukufuku Suru"
"Suzushiro, Sayumi",126963,,1060,1005,1060,12,7,4,38301|38357|39589|41205|47161|48549|51349|53802|56348|57915|61322|63832,Kouya no Kotobuki Hikoutai|Majimoji Rurumo: Kanketsu-hen|Kouya no Kotobuki Hikoutai Gaiden: Oozora no Harukaze Hikoutai|Kouya no Kotobuki Hikoutai Kanzenban|Shikkakumon no Saikyou Kenja|Dr. Stone: New World|Mahoutsukai Reimeiki Mini Anime|2.5-jigen no Ririsa|Dungeon no Naka no Hito|Suu-funkan no Yell wo|Dr. Stone: Science Future Part 2|Seihantai na Kimi to Boku 2nd Season
"Daymond, Robbie",120248,,1059,710,1059,1,0,1,34975,Marvel Future Avengers
"Wakeshima, Kanon",100298,5298,1057,117,1057,1,0,1,3457,Vampire Knight
"Akasaki, Chinatsu",107652,12652,1055,422,1055,183,54,138,8917|9741|9989|10156|10397|11079|11751|12191|12317|13333|14349|14741|14749|14817|15377|15379|15687|15793|15883|16001|16049|16353|16890|16934|17873|18411|18671|19021|19255|19291|19489|20039|21569|21573|21695|21703|21797|21877|22273|22295|22835|23135|23237|23277|23301|23325|23587|24037|24705|25157|25805|25857|27601|27613|27775|28121|28171|29419|30296|30344|30544|30727|30901|31043|31055|31231|31240|31280|31327|31387|31592|31737|31763|31845|31919|32282|32359|32555|32571|32801|33142|33191|33489|33569|33581|33840|34028|34257|34304|34325|34480|34550|34607|34626|34636|34662|34754|34787|34964|35203|35338|35413|35608|35788|36049|36432|36475|36632|36692|36729|36885|36949|36962|37021|37347|37348|37398|37451|37716|37914|37986|38219|38302|38390|38422|38472|38481|38619|38680|38990|39094|39417|39489|39531|39570|39622|39940|39988|40010|40192|40453|40454|40465|40590|40748|40902|40904|40942|41405|41623|42938|44376|47164|48492|48555|48561|49357|49376|49858|49891|51009|51263|51632|51764|52357|53111|53613|53835|54743|54857|55779|55994|56179|56561|57066|57796|58426|59142|60168|60336|60765|61558|61851,Mouretsu Pirates|Nana to Kaoru|Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.|Sacred Seven|Mashiro-iro Symphony: The Color of Lovers|Kill Me Baby|Senki Zesshou Symphogear|Smile Precure!|Upotte!!|Tari Tari|Little Witch Academia|Chuunibyou demo Koi ga Shitai!|Ore no Kanojo to Osananajimi ga Shuraba Sugiru|Mouretsu Pirates: Abyss of Hyperspace|Hyakka Ryouran: Samurai Bride|Kotoura-san|Chuunibyou demo Koi ga Shitai! Lite|Senki Zesshou Symphogear G|Fantasista Doll|Kokoro Connect: Michi Random|Toaru Kagaku no Railgun S|Love Lab|Makai Ouji: Devils and Realist|Chuunibyou demo Koi ga Shitai! Kirameki no... Slapstick Noel
"Akasaki, Chinatsu",107652,,1055,422,1055,15,0,20,11635|11887|12317|25157|30544|31338|31737|32571|33581|34979|37368|37986|39457|39587|49154,Sacred Seven: Shirogane no Tsubasa|Kokoro Connect|Upotte!!|Trinity Seven|Gakusen Toshi Asterisk|Hundred|Gakusen Toshi Asterisk 2nd Season|Shounen Ashibe: Go! Go! Goma-chan|Trinity Seven Movie 1: Eternity Library to Alchemic Girl|Shounen Ashibe: Go! Go! Goma-chan 2|Shounen Ashibe: Go! Go! Goma-chan 3|Trinity Seven Movie 2: Heavens Library to Crimson Lord|Shounen Ashibe: Go! Go! Goma-chan 4|Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season|High Card
"Endou, Aya",95054,54,1050,484,1050,263,55,225,235|470|845|916|940|1490|1565|1579|1887|2106|2508|2581|2596|2685|2719|3268|3407|3464|3572|3615|4063|4454|4472|4662|5034|5155|5277|5279|5307|5310|5675|5835|5914|6030|6211|6213|6421|6437|6726|6802|6901|6973|7193|7222|7270|7322|7580|8023|8063|8098|8197|8248|8507|8795|8915|8937|9040|9107|9289|9331|9346|9355|9793|9941|9958|10460|10568|10793|10800|10808|10924|10958|11061|11739|11757|11759|11859|12049|12187|12419|12531|12549|12815|13349|13561|13855|13859|13939|14397|14467|14765|14893|15059|15177|15325|15583|16035|16049|16157|16397|17535|17641|17651|17655|17681|17741|18097|19157|19163|19291|20187|21033|21177|21653|21695|21703|22507|23209|23311|23425|24591|24625|24629|24655|25999|26165|28257|28423|28497|28539|28623|28927|30533|31157|31174|31433|31610|31706|31763|31918|32034|32222|32900|32902|32983|33263|33352|33589|34238|34325|34514|34566|34620|34649|34662|34825|35062|35067|35248|35756|35839|36197|36267|36317|36369|36370|36371|36432|36502|36633|37095|37141|37307|37324|37345|37349|37379|37403|37426|37436|37450|37496|37764|37823|37987|37988|38084|38201|38578|38897|38916|39115|39277|39529|39576|39586|39741|39846|40046|40109|40506|40714|40748|40957|41169|41461|41497|41555|41694|41714|42030|42391|42886|43763|43767|47160|47409|48365|48375|48438|48466|48561|49119|49120|49387|49438|49938|50060|50204|50678|51009|51097|51213|51404|51805|52196|52826|52955|53129|53439|53672|53887|53889|53912|54854|54870|55318|55742|55995|56146|56243|56400|57189|57433|57614|58717|58996|59055|59342|59361|59636|59644|59654,Meitantei Conan|Okusama wa Joshikousei (TV)|Kiba|Tokkou|Inukami!|Ginga Tetsudou Monogatari|Pokemon Diamond & Pearl|Kiniro no Corda: Primo Passo|Lucky☆Star|Kiss Dum: Engage Planet|Genshiken 2|Kidou Senshi Gundam 00|Shinreigari|Tsubasa: Tokyo Revelations|MapleStory|Mai-Otome 0: S.ifr|Blassreiter|Kemeko Deluxe!|Macross F|Neo Angelique Abyss|Sekirei|Macross F: Close Encounter - Deculture Edition|Lucky☆Star: Original na Visual to Animation
"Endou, Aya",95054,,1050,484,1050,37,7,26,75|345|10808|10924|11859|12049|12317|13855|16157|17535|20021|22819|31610|32383|33048|34662|34799|35062|35334|37866|37968|40957|41062|41461|42203|42653|43767|44248|45195|47250|49938|50010|52196|56146|58222|62392|62634,Soukyuu no Fafner: Dead Aggressor|Eikoku Koi Monogatari Emma|Kidou Senshi Gundam AGE|Queen's Blade OVA|Queen's Blade: Rebellion|Fairy Tail Movie 1: Houou no Miko|Upotte!!|Queen's Blade: Rebellion Specials|Choujigen Game Neptune The Animation|Fairy Tail Movie 1: Houou no Miko - Hajimari no Asa|Sword Art Online: Extra Edition|Aikatsu! Movie|Kyoukai no Rinne 2nd Season|Osomatsu-san Short Film Series|Zegapain ADP|Fate/Apocrypha|PriPri Chii-chan!!|Mahoutsukai no Yome|ClassicaLoid 2nd Season|Uchuu Senkan Tiramisù Specials|Kirakira Happy★Hirake! Cocotama|Shin Chuuka Ichiban! 2nd Season|Tomica Kizuna Gattai: Earth Granner|Date A Live IV
"Okamura, Akemi",95076,76,1043,320,1043,157,58,105,19|21|120|123|160|162|193|221|235|245|250|263|266|296|306|355|365|366|416|459|460|461|462|463|464|465|477|561|584|604|606|608|634|709|763|769|808|877|952|957|1094|1160|1165|1166|1172|1185|1186|1237|1238|1350|1483|1485|1486|1500|1534|1573|1590|1726|1731|1762|1797|1798|1844|1878|1914|1929|1999|2020|2034|2107|2157|2385|2386|2475|2559|2716|2740|2817|3031|3323|3551|3635|3668|3848|3972|4081|4124|4155|4718|5252|5300|5306|5753|6773|6919|7004|7081|8129|8133|8195|8624|8740|8909|8995|9754|9979|9999|10189|10379|10391|10794|11665|12859|13173|14713|16239|16468|17655|17875|18849|19123|21407|21603|25161|28683|30709|31043|31227|31289|31490|32051|32983|33338|33606|34209|34534|34591|35997|36215|36275|36317|36538|37126|37902|37958|38234|42625|42894|48779|50384|50410|50673|53873|54716|55823|60022|60108,"Monster|One Piece|Fruits Basket|Fushigi Yuugi|Ima, Soko ni Iru Boku|Pita Ten|Maburaho|Mezzo Forte|Meitantei Conan|Great Teacher Onizuka|Konjiki no Gash Bell!!|Hajime no Ippo|Gunparade March: Arata Naru Kougunka|Dragon Drive|Abenobashi Mahou☆Shoutengai|Shakugan no Shana|Fake|AIKa|Kurenai no Buta|One Piece Movie 01|One Piece Movie 02: Nejimaki-jima no Daibouken|One Piece Movie 03: Chinjuu-jima no Chopper Oukoku|One Piece Movie 04: Dead End no Bouken"
"Okamura, Akemi",95076,,1043,319,1043,25,8,17,366|606|844|1185|1186|1246|1683|1731|2490|2716|3421|4718|5306|6107|6513|7081|8337|8909|8995|10262|12651|15323|23933|23935|28071,AIKa|Kazemakase Tsukikage Ran|Konjiki no Gash Bell!!: 101-banme no Mamono|Battle Athletess Daiundoukai|Battle Athletess Daiundoukai (TV)|Yuugo: Koushounin|Di Gi Charat Nyo|Tales of Symphonia The Animation: Sylvarant-hen|One Piece: Mezase! Kaizoku Yakyuu Ou|Urayasu Tekkin Kazoku|Kodomo no Omocha|AIKa: Special Trial|Tales of Symphonia The Animation: Tethe'alla-hen|Aruhi no Clamp Gakuen Tanteidan|Ravex in Tezuka World|Danball Senki|Shoka|Tales of Symphonia The Animation: Tethe'alla-hen Specials|Tales of Symphonia The Animation: Sekai Tougou-hen|Gag Manga Biyori: Jump Festa 2002 Special|Danball Senki W|One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna|Kyutai Panic Adventure!|Kyutai Panic Adventure Returns!|Itsumo Kokoro ni Taiyou wo!
"Morohoshi, Sumire",106404,11404,1029,700,1029,152,38,116,1601|2952|4581|5034|5681|6119|7054|8098|8129|8964|9000|9754|10161|10687|11266|11933|13231|14199|14811|14813|15061|15813|15881|17080|21339|21479|21635|22043|22319|22733|22819|23847|25159|27899|28805|28891|29855|30030|30549|30736|30845|30922|31478|31485|31706|32034|32717|32806|32867|32935|32981|33087|33352|33456|33489|33731|33737|34012|34034|34100|34209|34542|34636|34649|34944|35062|35110|35111|35136|35202|35609|35806|36511|36871|37204|37442|37509|37779|37799|37972|37987|38003|38256|38799|38883|38897|39078|39175|39282|39292|39388|39617|39935|40024|40060|40109|40266|40429|40776|40983|41491|41530|41555|41714|41814|42030|42250|42321|42670|43591|43760|46420|49040|49291|49633|49730|50330|50416|50559|50586|50675|50796|50864|51179|51653|51716|52742|52955|52993|53127|53499|54122|54284|54898|54914|55115|55651|55866|55888|56845|57353|57524|57782|58511|59169|59619|59675|59986|60315|60334|61026|61773,Red Garden|Final Fantasy VII: Advent Children Complete|Shikabane Hime: Aka|Shikabane Hime: Kuro|Summer Wars|Cookin' Idol Ai! Mai! Main!|Kaichou wa Maid-sama!|Soukyuu no Fafner: Dead Aggressor - Heaven and Earth|Kuragehime|Stitch!: Zutto Saikou no Tomodachi|Toaru Hikuushi e no Tsuioku|Kuragehime: Eiyuu Retsuden☆|No.6|Saint Seiya: Legend of Sanctuary|Ao no Exorcist: Kuro no Iede|Oda Nobuna no Yabou|Metal Fight Beyblade Zero G|Oniichan dakedo Ai sae Areba Kankeinai yo ne!|GJ-bu|Yahari Ore no Seishun Love Comedy wa Machigatteiru.|Aikatsu!|Majokko Shimai no Yoyo to Nene|Oniichan dakedo Ai sae Areba Kankeinai yo ne! Specials|Soukyuu no Fafner: Dead Aggressor - Exodus
"Morohoshi, Sumire",106404,,1029,702,1029,12,2,8,6172|39175|40359|40989|42653|48252|49730|50416|50586|54284|59193|60987,"Layton Kyouju to Eien no Utahime|Cider no You ni Kotoba ga Wakiagaru|Ikebukuro West Gate Park|Koisuru Asteroid: Kirakira Zoukan-gou|Aikatsu Planet!|Ore, Tsushima|Pokemon Evolutions|Skip to Loafer|Migi to Dali|VTuber Nandaga Haishin Kiri Wasuretara Densetsu ni Natteta|Mushoku Tensei III: Isekai Ittara Honki Dasu|Princess Connect! Michibiki no Hatsuhana: Fiore Storia"
"Nomizu, Iori",103956,8956,1027,167,1027,80,38,44,5958|6166|6324|6880|7858|8407|8841|9618|9750|9751|9790|9936|10156|10196|10209|10464|10611|10790|10934|11111|11209|11227|11633|11635|11813|12317|12429|12449|12579|13159|13927|14073|14173|14583|14889|15315|15437|15565|15583|15963|16049|16389|16444|16508|18441|19163|19697|20457|20853|21511|22057|22961|23233|23985|23989|24133|24231|24261|24625|24655|25283|26443|30363|31109|31156|31418|31845|32899|35712|36560|36633|36688|36815|37487|39326|39948|41361|41461|52031|52196,Sora no Otoshimono|Asobi ni Iku yo!|Omamori Himari|Deadman Wonderland|Sora no Otoshimono: Project Pink|Sora no Otoshimono Forte|Kore wa Zombie desu ka?|Asobi ni Iku yo!: Asobi ni Oide|Itsuka Tenma no Kuro Usagi|Strike Witches Movie|Sora no Otoshimono: Tokeijikake no Angeloid|Maken-Ki!|Sacred Seven|Baby Princess 3D Paradise 0 [Love]|Kore wa Zombie desu ka? OVA|Seitokai no Ichizon Lv.2|R-15|Kore wa Zombie desu ka? of the Dead|Itsuka Tenma no Kuro Usagi: Kokoro Utsuri no Toukoubi - School Attendance Day|Another|Maken-Ki! OVA|Rinne no Lagrange|Blood Lad|Sacred Seven: Shirogane no Tsubasa|Shijou Saikyou no Deshi Kenichi OVA
"Nomizu, Iori",103956,,1027,167,1027,6,0,5,12783|17641|30533|32409|39480|41361,Sora no Otoshimono Final: Eternal My Master|Date A Live: Date to Date|Gundam Build Fighters Try: Island Wars|Shinmai Maou no Testament Burst Specials|Shinmai Maou no Testament Departures: Maria no Hizou Eizou|Eiga Daisuki Pompo-san
"Saeki, Iori",139844,49619,85,1020,1020,42,10,33,35249|37268|37587|38091|38483|38835|38924|39643|39783|39790|40129|40608|40807|40936|41589|44590|47162|48548|48553|49376|50638|51706|51711|51761|51772|52214|52274|52461|53097|53632|54915|55397|55689|56690|57647|57859|58172|58517|58919|59466|60951|61579,Uma Musume: Pretty Derby|Z/X: Code Reunion|Lapis Re:LiGHTs|Hachigatsu no Cinderella Nine|Ore wo Suki nano wa Omae dake ka yo|Umayon|Nekopara|Shoujo☆Conto All Starlight|5-toubun no Hanayome ∬|Adachi to Shimamura|Rebirth|Muv-Luv Alternative|Ore wo Suki nano wa Omae dake ka yo: Ore wa Teinei ni Susumeru|Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set|Tokyo Mew Mew New ♡|Adachi to Shimamura Mini Anime|Shokei Shoujo no Virgin Road|5-toubun no Hanayome Movie|Akebi-chan no Sailor-fuku|Mou Ippon!|Muv-Luv Alternative 2nd Season|Yuusha ga Shinda!|Hyouken no Majutsushi ga Sekai wo Suberu|Uma Musume: Pretty Derby - Road to the Top|Umayuru
"Saeki, Iori",139844,,85,1020,1020,3,0,2,40129|40870|49423,Rebirth|SSSS.Dynazenon|Kaitou Queen wa Circus ga Osuki
"Toyota, Moe",118398,25395,201,1014,1014,43,22,20,17777|18153|20909|21241|21679|23121|25015|27989|28675|30544|31096|31498|31665|31737|31988|31989|33572|33573|34204|34332|34566|34800|35677|35678|37869|37870|37873|38814|39619|39894|40506|40758|40854|41462|41834|42145|49123|50760|51147|51218|51995|53912|58856,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.|Kyoukai no Kanata|Kyoukai no Kanata: Mini Gekijou|Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami|Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA|Jinsei|Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen|Hibike! Euphonium|Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen|Gakusen Toshi Asterisk|Hibike! Euphonium: Suisougaku-bu no Nichijou|Pan de Peace!|Hibike! Euphonium: Kakedasu Monaka|Gakusen Toshi Asterisk 2nd Season|Hibike! Euphonium 2|Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso|Idol Memories|BanG Dream!|Hibike! Euphonium 2 Specials|Hulaing Babies|Boruto: Naruto Next Generations|Action Heroine Cheer Fruits|Liz to Aoi Tori|Hibike! Euphonium Movie 3: Chikai no Finale|BanG Dream! 2nd Season"
"Toyota, Moe",118398,,201,1014,1014,4,0,3,17777|35082|41782|44037,"Saikin, Imouto no Yousu ga Chotto Okashiinda ga.|Hibike! Euphonium Movie 2: Todoketai Melody|BanG Dream! Movie: Poppin' Dream!|Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita"
"Harlacher, Erika",116785,,1014,766,1014,1,0,1,44248,Fate/Grand Carnival
"Koiwai, Kotori",109131,14131,1012,323,1012,86,18,71,9919|12679|13601|15591|15883|16009|16355|17549|17651|18229|18411|21039|21421|21507|21603|21667|21677|22733|22789|23133|23623|23703|23755|24227|25431|25543|25867|27787|28833|28999|29830|30347|30845|30925|31588|32093|32182|32547|32553|32670|32806|33157|33506|33728|34028|34577|35681|35789|35860|36793|36990|37374|37621|37956|38276|38993|39292|39701|39799|39808|40392|40586|41491|42670|43229|45567|46420|47917|48441|49521|49721|49722|50315|50738|51371|51462|51586|55318|55357|57567|57845|58714|58811|59290|59820|61558,Ao no Exorcist|Joshiraku|Psycho-Pass|Joshiraku OVA|Fantasista Doll|Kamisama no Inai Nichiyoubi|Dansai Bunri no Crime Edge|Non Non Biyori|Genei wo Kakeru Taiyou|Gatchaman Crowds|Gingitsune|Gatchaman Crowds Insight|Mahou Shoujo Taisen|Soul Eater NOT!|Mekakucity Actors|Non Non Biyori: Okinawa e Ikukoto ni Natta|Captain Earth|Dragon Collection|Barakamon|M3: Sono Kuroki Hagane|Non Non Biyori Repeat|Gatchaman Crowds: Embrace|Nanatsu no Taizai|Nisekoi OVA
"Koiwai, Kotori",109131,,1012,323,1012,12,0,12,18229|21039|21507|23703|30925|33004|33219|37349|43001|47917|55071|55357,Gatchaman Crowds|Gatchaman Crowds Insight|Soul Eater NOT!|Gatchaman Crowds: Embrace|Gatchaman Crowds Insight: Inbound|Tanaka-kun wa Kyou mo Kedaruge|Kagerou Daze: In a Day's|Goblin Slayer|Youjo Shachou|Bocchi the Rock!|Amagami-san Chi no Enmusubi|Bocchi the Rock! Movie
"Cranston, Bryan",102940,,1001,668,1001,3,2,1,474|4921|4991,Macross Plus|Ramayana: The Legend of Prince Rama|Wakakusa Monogatari
"Takamori, Natsumi",106659,11659,1000,211,1000,145,41,111,6880|8217|8888|8917|9331|9488|9750|9751|9863|9911|11021|11111|11209|11319|11617|11701|11769|11933|12149|12291|12317|12579|12863|13333|13349|13357|13601|13759|14527|14817|14941|15197|15199|15201|15391|15451|15565|16273|17267|17919|18039|18041|18617|19111|19431|21339|21707|22147|22215|22865|23067|23281|23587|23725|23945|24031|24703|25013|28391|28835|30056|30206|30344|30547|30711|31236|31326|31422|31500|32093|32174|32370|32379|32447|32526|32729|32866|33004|33157|33970|34125|34136|34257|34279|34644|34734|34834|34973|35413|35427|35883|36001|36500|36565|36587|36817|37440|37704|38081|38101|38163|38328|38357|38909|39166|39167|39221|39783|39963|40010|40504|40610|40623|40750|40858|41169|41689|41946|42506|42670|42685|42803|46701|48548|49894|50203|50281|50694|50963|51119|51594|52031|53262|53787|54650|54915|57025|57810|58957|60334|60407|60773|61150|61227|61926,Deadman Wonderland|Jewelpet Twinkle☆|Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita|Mouretsu Pirates|Yumekui Merry|Cencoroll Connect|Itsuka Tenma no Kuro Usagi|Strike Witches Movie|SKET Dance|Houkago no Pleiades|Muv-Luv Alternative: Total Eclipse|Another|Maken-Ki! OVA|Zero no Tsukaima F|High School DxD|Another: The Other - Inga|Gokujo.: Gokurakuin Joshikou Ryou Monogatari|Oda Nobuna no Yabou|AKB0048|Acchi Kocchi|Upotte!!|Itsuka Tenma no Kuro Usagi Picture Drama|Pretty Rhythm: Dear My Future|Tari Tari|Chouyaku Hyakuninisshu: Uta Koi.
"Takamori, Natsumi",106659,,1000,211,1000,22,8,13,9750|9936|11209|12579|15565|19619|23945|24031|34834|35868|37422|37424|38357|38767|41299|41946|44191|49518|53196|53262|54617|60987,Itsuka Tenma no Kuro Usagi|Maken-Ki!|Maken-Ki! OVA|Itsuka Tenma no Kuro Usagi Picture Drama|Maken-Ki! Two|Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!|Majimoji Rurumo|Denki-gai no Honya-san|Hina Logi: From Luck & Logic|Grisaia: Phantom Trigger The Animation|Cinderella Girls Gekijou 3rd Season|Cinderella Girls Gekijou: Kayou Cinderella Theater 3rd Season|Majimoji Rurumo: Kanketsu-hen|Cinderella Girls Gekijou: Climax Season|Cinderella Girls Gekijou: Extra Stage|Shuumatsu no Harem|Tropical-Rouge! Precure|Otome wa Boku ni Koishiteru: Trinkle Stars The Animation|Watashi dake no Okosama Lunch|Hoshikuzu Telepath|Kyuujitsu no Warumono-san|Princess Connect! Michibiki no Hatsuhana: Fiore Storia
"Fujita, Akane",116155,21155,999,287,999,52,19,33,19769|25879|28223|28791|31064|31500|31793|32359|32698|32729|32901|32951|33712|33795|33834|34839|34984|35413|35417|35418|36037|36792|37045|37221|37509|37704|38033|38480|39622|40530|40783|40901|41396|41623|41783|43007|44203|49215|49730|50306|50803|52446|55877|56178|58957|59629|60009|60315|60449|61209|61295|62805,Mahou Sensou|Working!!!|Death Parade|Gunslinger Stratos The Animation|Gunslinger Stratos The Animation: Kikan/Kaze no Yukue|High School Fleet|Mahou Shoujo Nante Mou Ii desu kara.|Pokemon XY&Z: Subete no Nazo wo Tokiakase!|Monster Musume no Iru Nichijou OVA|Orange|Eromanga-sensei|Rokudenashi Majutsu Koushi to Akashic Records|Bikini Warriors OVA|Mahou Shoujo Nante Mou Ii desu kara. Second Season|Sin: Nanatsu no Taizai|Sanrio Danshi|Koi wa Ameagari no You ni|Imouto sae Ireba Ii.|Sin: Nanatsu no Taizai Zange-roku|Sin: Nanatsu no Taizai Zange-roku Specials|Senran Kagura Shinovi Master: Tokyo Youma-hen|Eromanga-sensei OVA|Imouto sae Ireba Ii. (ONA)|Release the Spyce|W'z
"Fujita, Akane",116155,,999,287,999,7,2,5,33654|34125|38673|40151|41714|54084|61209,Hitorijime My Hero|High School Fleet OVA|Mini Toji|Shaonu Qianxian: Renxing Xiao Juchang|Soukyuu no Fafner: Dead Aggressor - The Beyond Part 3|Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life Mini Anime|Kao ni Denai Kashiwada-san to Kao ni Deru Oota-kun
"Suzuki, Aina",119438,36461,996,449,996,55,26,29,22199|25241|28387|31564|32526|32606|32828|32906|33011|33024|33025|33173|34539|34973|35114|35252|36001|36266|36906|37027|37221|37268|37346|37747|38101|38383|39049|40661|40708|41285|41589|41689|41783|42071|42361|42587|42994|44274|48644|50197|50760|52006|52214|53097|53590|55237|55720|56242|56400|57380|58488|59169|59190|59466|60157,Akame ga Kill!|AkaKill! Gekijou|Joukamachi no Dandelion|Sansha Sanyou|Love Live! Sunshine!!|Onigiri|Amaama to Inazuma|Bishoujo Yuugi Unit Crane Game Girls|Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku|Ginga Kikoutai Majestic Prince: Mirai e no Tsubasa|Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi|Sansha Sanyou Specials|Saint Seiya: Saintia Shou|Love Live! Sunshine!! 2nd Season|Clione no Akari|Hatena☆Illusion|Alice or Alice|Mahou Shoujo Site|Jashin-chan Dropkick|Love Live! Sunshine!! The School Idol Movie: Over the Rainbow|Release the Spyce|Z/X: Code Reunion|Etotama: Nyankyaku Banrai|Ame-iro Cocoa: Side G|5-toubun no Hanayome
"Suzuki, Aina",119438,,996,449,996,10,2,7,32828|32906|33541|36001|36196|37586|38101|40708|52193|57380,Amaama to Inazuma|Bishoujo Yuugi Unit Crane Game Girls|Bishoujo Yuugi Unit Crane Game Girls Galaxy|Alice or Alice|Kaijuu Girls: Ultra Kaijuu Gijinka Keikaku 2nd Season|Kaijuu Girls Kuro: Ultra Kaijuu Gijinka Keikaku|5-toubun no Hanayome|Monster Musume no Oishasan|Akiba Meido Sensou|Isekai Yururi Kikou: Kosodate shinagara Boukensha shimasu
