voice_actor_name,voice_actor_id_anilist,voice_actor_id_mal,voice_actor_favorites_mal,voice_actor_favorites_anilist,voice_actor_favorites,anime_count,main_role_count,supporting_role_count,anime_ids,anime_titles
"Okada, Kouki",135581,40529,1,0,1,1,1,0,522,Metropolis
"Fujimoto, Ayaka",,40616,1,0,1,1,1,0,32665,Historical
"Suzuki, Ryouhei",320402,40666,1,0,1,1,1,0,31373,Rudolf to Ippaiattena
"Neal, Edwin",,46389,1,0,1,1,1,0,3153,Kagaku Ninja-tai Gatchaman (Movie)
"Kousaka, Mio",,47964,1,0,1,1,1,0,36000,Sora to Umi no Aida
"Fujishiro, Minako",216905,48125,0,1,1,1,1,0,3480,Nayuta
"Aimoto, Ami",188876,48783,0,1,1,1,1,0,38006,Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches
"Mikami, Jou",,49031,1,0,1,1,1,0,39421,Yichang Shengwu Jianwenlu
"Toribata, Juri",244212,49814,0,1,1,1,1,0,40474,Googuri Googuri
"Ogoe, Yuuki",,50811,1,0,1,1,1,0,40327,Mewkledreamy
"Yamaguchi, Kira",162192,50859,1,1,1,1,1,0,41381,Garugaku.: Sei Girls Square Gakuin
"Harada, Toa",162190,50860,1,1,1,1,1,0,41381,Garugaku.: Sei Girls Square Gakuin
"Hishida, Minami",162188,50864,1,1,1,1,1,0,41381,Garugaku.: Sei Girls Square Gakuin
"Oda, Yuzuha",162180,50866,1,1,1,1,1,0,41381,Garugaku.: Sei Girls Square Gakuin
"Sumitani, Momoka",162182,50867,1,1,1,1,1,0,41381,Garugaku.: Sei Girls Square Gakuin
"Takahashi, Yumiko",,51393,1,0,1,1,1,0,9348,Chibi Maruko-chan: Watashi no Suki na Uta
"Noda, Yuudai",176708,51535,1,0,1,1,1,0,38440,Shikizakura
"Nakamoto, Daisuke",176717,51537,0,1,1,1,1,0,38440,Shikizakura
"Ochiai, Natsuki",176709,51540,0,1,1,1,1,0,38440,Shikizakura
"Yoneyama, Shingo",176713,51541,1,0,1,1,1,0,38440,Shikizakura
"Tsuzuki, Sayaka",188877,51696,1,1,1,1,1,0,38006,Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches
"Kaida, Akane",187198,51860,0,1,1,1,1,0,42571,Dogeza de Tanondemita
"Sasaki, Nao",153583,52723,1,0,1,1,1,0,40842,Idoly Pride
"Mukaino, Arimaro",217346,54020,0,1,1,1,1,0,43741,Getter Robo Arc
"Tsuruno, Arisa",,55165,1,0,1,1,1,0,43735,Cue!
"Ikoma, Rina",264791,56240,0,1,1,1,1,0,62805,Kidou Senshi Gundam: Tekketsu no Orphans - Urdr Hunt: Chiisana Chousensha no Kiseki
"Yamaguchi, Rina",257890,56800,0,1,1,1,1,0,50495,Garugaku. II: Lucky Stars
"Komai, Ren",146040,58397,0,1,1,1,1,0,40331,Ongaku
"Satomi, Koutarou",100870,5870,1,0,1,1,1,0,244,Agatha Christie no Meitantei Poirot to Marple
"Isomura, Hayato",288146,61630,0,1,1,1,1,0,52980,Kame no Koura wa Abarabone
"Kobayashi, Kei",101212,6212,0,1,1,1,1,0,522,Metropolis
"Amano, Tatsuki",165348,62592,0,1,1,1,1,0,724,Enzai
"Tomizono, Rikiya",213614,62700,1,0,1,1,1,0,40335,Kimi dake ni Motetainda.
"Takeda, Kouhei",,62789,1,0,1,1,1,0,38902,Prison Lab
"Okayama, Amane",,62848,1,0,1,1,1,0,50183,Blue Giant
"Miyakawa, Wakana",291916,62861,1,0,1,1,1,1,30455,KanColle: Itsuka Ano Umi de
"Naka, Minako",210467,62944,0,1,1,1,1,0,2981,Chika Gentou Gekiga: Shoujo Tsubaki
"Nakanishi, Nao",322059,64512,1,0,1,1,1,0,54638,Kawagoe Boys Sing
"Serizawa, Tateto",146049,66049,0,1,1,1,1,0,40331,Ongaku
"Kitano, Kie",,66093,1,0,1,1,1,0,6178,Pokemon Movie 12: Arceus Choukoku no Jikuu e
"Tokita, Osamu",101656,6656,1,0,1,1,1,0,368,Bible Black
"Yuuichi, Yasoda",101670,6670,0,1,1,1,1,0,1642,Sugar Sugar Rune
"Miyazawa, Hio",,66719,1,0,1,1,1,0,49835,Kimi wo Aishita Hitori no Boku e
"Toshihiko, Utsumi",289647,68365,0,1,1,1,1,0,2576,Araiguma Rascal
"Hijii, Mika",101954,6954,1,1,1,1,1,0,5785,G-9
"Tokiwa, Shouhei",251051,69863,0,1,1,1,1,0,57315,"Meitou ""Isekai no Yu"" Kaitakuki: Around 40 Onsen Mania no Tensei Saki wa, Nonbiri Onsen Tengoku deshita"
"Kamishiro, Misaki",,71649,1,0,1,1,1,0,48651,Sakusei Byoutou The Animation
"Kashiwabara, Masato",,73070,1,0,1,1,1,0,58522,SutoPuri Movie: Hajimari no Monogatari - Strawberry School Festival!!!
"Nakamura, Mizuki",334333,73970,1,0,1,1,1,0,57152,Mahoutsukai no Yakusoku
"Kofun, Penguin",336355,74642,0,1,1,1,1,0,58905,Yoasobi Gurashi!
"Tomioka, Yuusuke",332012,74821,0,1,1,1,1,0,59914,Kinnikuman: Kanpeki Choujin Shiso-hen Season 2
"Abe, Shun",339205,76003,1,0,1,1,1,0,59199,Classic★Stars
"Maeda, Kentaro",,76200,1,0,1,1,1,0,57448,Fureru.
"Bandou, Ryouta",340225,76201,0,1,1,1,1,0,57448,Fureru.
"Itsuka, Tenhou",,78037,1,0,1,1,1,0,59698,Taishou Itsuwari Bridal: Migawari Hanayome to Gunpuku no Mouai
"Otohata, Mina",,79478,1,0,1,1,1,0,51219,Isekai One Turn Kill Neesan: Ane Douhan no Isekai Seikatsu Hajimemashita
"Yasuda, Misako",102968,7968,1,1,1,1,1,0,6131,Charady no Joke na Mainichi
"Nasu, Akiyuki",,81446,1,0,1,1,1,0,32956,Aware! Meisaku-kun
"Amane, Mirai",243598,81749,1,1,1,1,1,0,41848,Isekai Harem Monogatari
"Pugh, Maika",358079,81784,1,0,1,1,1,0,60778,Fushigi no Kuni de Alice to: Dive in Wonderland
"Hazuki, Akari",310056,82275,0,1,1,1,1,0,54015,Goblin no Suana
Chasuke,355773,82639,0,1,1,1,1,0,58888,Yatara Yarashii Fukami-kun
"Yakitarou, Marshmallow",355774,83066,1,0,1,1,1,0,58888,Yatara Yarashii Fukami-kun
"Yamada, Anna",359581,83730,0,1,1,1,1,0,60774,ChaO
"Takano, Taiga",362375,84685,0,1,1,1,1,0,61239,Binan Koukou Chikyuu Bouei-bu Haikara!
"Nomura, Yuuki",248214,85993,0,1,1,1,1,0,49165,Bright: Samurai Soul
"Okada, Masaki",379196,86842,1,0,1,1,1,0,60610,Hateshinaki Scarlet
"Kamei, Jun",104074,9074,1,0,1,1,1,0,588,Itsudatte My Santa!
"Tamada, Shiori",221240,90950,0,1,1,1,1,0,48512,Shichigahama de Mitsuketa
"Matsumoto, Rio",104116,9116,1,0,1,1,1,0,1955,Kimagure Robot
"Aikawa, Nana",,91479,1,0,1,1,1,0,1387,Yakin Byoutou
"Minami, Yuki",164146,93578,0,1,1,1,1,0,60537,Monpoke
"Umegaki, Yoshiaki",95977,977,0,1,1,1,1,0,759,Tokyo Godfathers
"Liu, Cong",188397,,0,1,1,26,0,22,33969|34940|37564|37936|39736|40435|40735|40994|41094|41221|42302|44061|44406|49750|50407|50444|50544|50581|51335|52180|54974|55684|55821|58555|59001|59385,Shuangsheng Lingtan|Dongguo Xiaojie|Wo de Ni Tian Shen Qi|Wu Shan Wu Xing (2020)|Li Shi|Mo Dao Zu Shi Q|Tianbao Fuyao Lu|Ni Zai Xingguang Shenchu|Xian Wang de Richang Shenghuo|Liang Bu Yi|Da Wang Bu Gaoxing 2|Xin Shen Bang: Nezha Chongsheng|Da Wang Rao Ming|Juedai Shuang Jiao|Wu Shan Wu Xing: Xichuan Huan Zi Lin|Yong Sheng|Long She Yanyi|Binghuo Mochu|Shen Yin Wangzuo|San Cun Renjian|You Shou Yan|Yong Sheng: Shi Nian Zhi Yue|You Shou Yan 2nd Season|You Shou Yan 3rd Season|Cheng He Titong
"Sugawara, Junichi",105017,10017,0,1,1,26,0,29,81|83|344|428|620|840|980|1175|1199|1277|1280|1324|1364|1440|2213|2491|2493|2623|3809|3989|4451|4856|6093|7052|9061|42808,Kidou Senshi Gundam: Dai 08 MS Shoutai|Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report|Futatsu no Spica|Kaleido Star: Aratanaru Tsubasa - Extra Stage|Takahashi Rumiko Gekijou Ningyo no Mori|Narue no Sekai|Rikujou Bouei-tai Mao-chan|Metal Fighter Miku|Nintama Rantarou|Ys: Tenkuu no Shinden - Adol Christine no Bouken|Mamono Hunter Youko|Earthian|Meitantei Conan Movie 05: Tengoku e no Countdown|Ninja Mono|Black Jack (TV)|Touch: Sebangou no Nai Ace|Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By|Flanders no Inu (Movie)|Shirayuki Hime no Densetsu|Suna no Bara: Yuki no Mokushiroku|Tanin no Kankei|Fuuma no Kojirou: Fuuma Hanran-hen
"Guan, Shuai",165006,,0,1,1,23,0,23,37564|39736|40208|40434|41094|41221|41286|41923|42302|44069|44406|45557|49409|49413|49750|49915|50581|51280|54974|55821|58555|59001|59385,Wo de Ni Tian Shen Qi|Li Shi|Wo Kai Dongwuyuan Naxie Nian|Mo Dao Zu Shi: Wanjie Pian|Xian Wang de Richang Shenghuo|Liang Bu Yi|Da Wang Bu Gaoxing|Yi Nian Yong Heng|Da Wang Bu Gaoxing 2|Xian Wang de Richang Shenghuo 2|Da Wang Rao Ming|Chang Jian Feng Yun|Bai She II: Qing She Jie Qi|Shiguang Dailiren II|Juedai Shuang Jiao|Yi Ren Zhi Xia 4|Binghuo Mochu|Cang Lan Jue|You Shou Yan|You Shou Yan 2nd Season|You Shou Yan 3rd Season
"Ueda, Toshiya",103889,8889,0,1,1,22,0,23,263|769|1178|1186|1384|1704|1765|2547|2557|2783|2881|3044|3064|3194|3811|5926|6428|9284|18703|20083|20385|39617,Hajime no Ippo|Burn Up! W|Detonator Orgun|Battle Athletess Daiundoukai (TV)|Kyuuketsuhime Miyu|Eat-Man|Vampire Sensou|Princess Sara|Trapp Ikka Monogatari|Oyayubi Hime Monogatari|Chinmoku no Kantai|Tetsuwan Atom (1980)|Kizuoibito|Ningyohime Marina no Bouken|Hoshi no Oujisama Petit Prince|Gakuen Benriya Antique Heart|Psychoarmor Govarian|Bakuhatsu Gorou|Star Dust|Doteraman|Eguchi Hisashi no Kotobuki Gorou Show|Yakusoku no Neverland 2nd Season
"Tanaka, Kan",100280,5280,0,1,1,21,0,21,50|193|304|327|342|1480|1608|1685|2604|3669|4039|4443|4444|6062|9289|10526|10527|10528|34550|39710|51098,Aa! Megami-sama! (TV)|Maburaho|Aa! Megami-sama! Movie|Puchi Pri*Yucie|Starship Operators|Sky Girls OVA|Salaryman Kintarou|Duel Masters|Sky Girls|Duel Masters Movie 1: Yami no Shiro no Maryuuou|Golgo 13 (TV)|Duel Masters Charge|Zero Duel Masters|Duel Masters Movie 2: Lunatic God Saga|Hanasaku Iroha|Duel Masters Zero|Duel Masters Cross|Duel Masters Cross Shock|Warau Salesman New|Yesterday wo Utatte|Shinobi no Ittoki
"Yoshida, Miho",106326,11326,1,0,1,19,0,20,115|116|117|118|316|729|1019|1041|1175|1469|2570|2688|2959|3306|3600|3676|4003|16255|49470,Ijigen no Sekai El-Hazard|Shinpi no Sekai El-Hazard (TV)|Shinpi no Sekai El-Hazard|Shinpi no Sekai El-Hazard Season 2|Nageki no Kenkou Yuuryouji|Hiatari Ryoukou!|Honoo no Mirage|Zetsuai 1989|Metal Fighter Miku|Monster Farm: Enbanseki no Himitsu|Ochame na Futago: Claire Gakuin Monogatari|Akai Koudan Zillion|Utsukushiki Sei no Dendoushi Reirei|Aoki Honoo|Sengoku Kitan Youtouden|Machine Robo: Cronos no Dai Gyakushuu|Dream Hunter Rem|Meisou-Ou Border|Mamahaha no Tsurego ga Motokano datta
"Nomura, Shinji",109507,14507,1,1,1,19,0,20,572|711|1288|1293|1481|1650|1651|1652|1919|1920|1921|1922|1923|1924|1925|3067|3069|3071|3072,"Kaze no Tani no Nausicaä|Uchuu Senkan Yamato (Movie)|Kidou Keisatsu Patlabor|Urusei Yatsura|Urusei Yatsura: Haru da, Tobidase!|Uchuu Senkan Yamato|Uchuu Senkan Yamato 2|Uchuu Senkan Yamato III|Urusei Yatsura OVA|Urusei Yatsura Movie 1: Only You|Urusei Yatsura 2: Beautiful Dreamer|Urusei Yatsura Movie 3: Remember My Love|Urusei Yatsura Movie 4: Lum The Forever|Urusei Yatsura Movie 5: Kanketsu-hen|Urusei Yatsura Movie 6: Itsudatte My Darling|Saraba Uchuu Senkan Yamato: Ai no Senshi-tachi|Yamato yo Towa ni|Uchuu Senkan Yamato: Aratanaru Tabidachi|Uchuu Senkan Yamato: Kanketsu-hen"
"Yamaguchi, Nana",100279,5279,1,1,1,19,0,23,81|1493|2227|2257|3273|3274|3275|3280|3388|3609|4132|4198|5494|5688|5832|7307|9972|17603|41120,Kidou Senshi Gundam: Dai 08 MS Shoutai|Project ARMS: The 2nd Chapter|Lady Lady!!|Taiyou no Kiba Dougram|Kinnikuman (Movie)|Kinnikuman: Ooabare! Seigi Choujin|Kinnikuman: Seigi Choujin vs. Kodai Choujin|Kinnikuman: Kessen! Shichinin no Choujin tai Uchuu Nobushi|Majokko Megu-chan|Kikou Kantai Dairugger XV|Wakakusa no Yon Shimai|Koutetsu Jeeg|Konnichiwa Anne: Before Green Gables|Gegege no Kitarou (1968)|Tiger Mask Nisei|Gegege no Kitarou (1985)|Document Taiyou no Kiba Dougram|Mr. Pen Pen|Fugou Keiji: Balance:Unlimited
"Kitagawa, Yonehiko",103647,8647,0,1,1,19,0,25,66|145|801|1412|1472|2227|2718|3009|3272|3273|3274|3275|3280|3356|3619|3844|4132|5688|10162,Azumanga Daiou The Animation|Kareshi Kanojo no Jijou|Koukaku Kidoutai: Stand Alone Complex 2nd GIG|Lupin III|City Hunter 3|Lady Lady!!|Umi no Triton|Tiger Mask|Kinnikuman|Kinnikuman (Movie)|Kinnikuman: Ooabare! Seigi Choujin|Kinnikuman: Seigi Choujin vs. Kodai Choujin|Kinnikuman: Kessen! Shichinin no Choujin tai Uchuu Nobushi|Mahoutsukai Sally|Nanako SOS|Apache Yakyuugun|Wakakusa no Yon Shimai|Gegege no Kitarou (1968)|Usagi Drop
"Katou, Osamu",103867,8867,0,1,1,19,0,20,89|956|1093|2231|2253|2257|2402|2571|2618|2665|2748|4810|5133|5250|5658|7479|10250|16163|31804,Kidou Senshi Victory Gundam|Daikuu Maryuu Gaiking|Oishinbo|Miyuki|Mazinger Z|Taiyou no Kiba Dougram|Ashita no Joe|Mitsubachi Maya no Bouken|Takarajima|Doraemon Movie 07: Nobita to Tetsujin Heidan|Dash! Kappei|Shinzou Ningen Casshern|100-man-nen Chikyuu no Tabi: Bander Book|God Mazinger|Great Mazinger|Karate Baka Ichidai|Ultra B|Sore Ike! Anpanman: Kirakira Boshi no Namida|Kuma Miko
"Tanaka, Kazumi",104181,9181,1,0,1,19,0,20,151|513|813|820|926|1153|1254|1356|1859|1889|2016|3021|3061|3875|4240|4504|9242|9244|32794,Re: Cutie Honey|Tenkuu no Shiro Laputa|Dragon Ball Z|Ginga Eiyuu Densetsu|Tatakae! Chou Robot Seimeitai Transformers Victory|Crying Freeman|Saint Seiya|Hokuto no Ken 2|Grappler Baki|Higurashi no Naku Koro ni Kai|Ningyo no Mori|Yume Senshi Wingman|Kishin Heidan|Mahoutsukai Sally 2|Ginga Senpuu Braiger|Kinkyuu Hasshin Saver Kids|Nine: Original-ban|Nine: Kanketsu-hen|Mahoutsukai Sally Specials
"Terashima, Mikio",96470,1470,0,1,1,18,0,18,496|975|1069|1351|1430|1488|1796|1940|2354|2510|2573|2816|3835|4013|4183|5023|6374|7551,Kamui no Ken|Yokohama Kaidashi Kikou|Chou Denji Machine Voltes V|Angel Cop|Lupin III: Cagliostro no Shiro|Area 88|Dirty Pair: The Movie|Outlanders|Devilman: Tanjou-hen|Sengoku Majin Goushougun|Minami no Niji no Lucy|Toushou Daimos|Ai no Gakkou Cuore Monogatari|Paul no Miracle Daisakusen|Uchuu Taitei God Sigma|Ninpuu Kamui Gaiden|Kagaku Ninja-tai Gatchaman II|Gowapper 5 Gordam
"Masamune, Issei",100469,5469,0,1,1,18,0,18,80|925|1372|1577|1832|2010|2011|2013|2014|2257|2582|2584|3000|3014|3811|4162|8017|16514,Kidou Senshi Gundam|Transformers: The☆Headmasters|Taiho Shichau zo (TV)|Taiho Shichau zo|Project Zeorymer|Taiho Shichau zo in America|Taiho Shichau zo Special|Taiho Shichau zo The Movie|Taiho Shichau zo: Second Season|Taiyou no Kiba Dougram|Soukou Kihei Votoms|Soukou Kihei Votoms: Big Battle|Taiho Shichau zo: Full Throttle|Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai|Hoshi no Oujisama Petit Prince|Taiho Shichau zo: Nagisa no Koutsuu Yuudou|Soukou Kihei Votoms: Genei-hen|Batsu & Terry
"Sakamaki, Mitsuhiro",105660,10660,1,1,1,16,0,17,3654|8086|9863|10080|12365|16706|22733|35230|35333|37208|38040|39531|39534|51958|52092|59833,Macademi Wasshoi!|Densetsu no Yuusha no Densetsu|SKET Dance|Kami nomi zo Shiru Sekai II|Bakuman. 3rd Season|Kami nomi zo Shiru Sekai: Megami-hen|Dragon Collection|Zannen Onna Kanbu Black General-san|Yi Ren Zhi Xia 2|Mo Dao Zu Shi|Kono Subarashii Sekai ni Shukufuku wo! Movie: Kurenai Densetsu|Kuutei Dragons|Jibaku Shounen Hanako-kun|Kono Subarashii Sekai ni Bakuen wo!|My Home Hero|Kono Subarashii Sekai ni Shukufuku wo! 3: Bonus Stage
"Mine, Atsuko",106795,11795,1,1,1,16,0,16,166|614|2038|2075|2334|2544|2546|2547|2938|3010|3125|3335|4548|7551|10162|16650,Samurai 7|Okusama wa Mahou Shoujo|Mahou no Star Magical Emi|Kiko-chan Smile|Anime Sanjuushi: Aramis no Bouken|Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone|Alps Monogatari: Watashi no Annette|Princess Sara|Idol Densetsu Eriko|Kaiketsu Zorro|Tokimeki Tonight|Haikara-san ga Tooru|Yozakura Quartet|Gowapper 5 Gordam|Usagi Drop|Pro Golfer Saru (TV)
"Matsuoka, Fumio",101411,6411,0,1,1,16,0,16,54|159|539|541|620|1580|1803|2224|2314|2511|2882|4536|5014|6067|10105|39764,Appleseed (Movie)|Boukyaku no Senritsu|Tenchi Muyou! Ryououki|Tenchi Muyou! Ryououki 3rd Season|Takahashi Rumiko Gekijou Ningyo no Mori|Mouryou Senki Madara|Dirty Pair: Lovely Angels yori Ai wo Komete|Hikari no Densetsu|Tobe! Kujira no Peek|Sengoku Majin Goushougun: Toki no Etranger|Anime Oyako Gekijou|Muteki Robo Trider G7|Sango Shou Densetsu: Aoi Umi no Elfie|Moeru! Oniisan|Bavi Stock|Meitantei Conan Movie 24: Hiiro no Dangan
"Tanaka, Yasuo",104114,9114,1,0,1,15,0,15,307|876|1470|2203|2293|2577|3023|3273|3801|5203|5832|8500|9342|16514|19135,Kerokko Demetan|Street Fighter II V|City Hunter|Waga Seishun no Arcadia: Mugen Kidou SSX|Kyoushoku Soukou Guyver|Tom Sawyer no Bouken|Esper Mami|Kinnikuman (Movie)|Yami no Teio: Kyuuketsuki Dracula|Shin Maple Town Monogatari: Palm Town-hen|Tiger Mask Nisei|Haguregumo|Twinkle Nora Rock Me!|Batsu & Terry|Kuroi Ame ni Utarete
Chiko,104156,9156,0,1,1,15,0,15,82|333|520|566|842|902|917|1329|2054|2559|2591|2697|3199|3461|3909,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou|Mama wa Shougaku 4-nensei|Marmalade Boy Movie|Tetsuwan Birdy|Ushio to Tora|Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu|Riding Bean|Ohoshi-sama no Rail|Carol|Romeo no Aoi Sora|Samurai Spirits: Haten Gouma no Shou|Hi-Speed Jecy|Nanatsu no Umi no Tico|Gensou Jotan Ellcia|Bikkuriman
"Okohira, Shizuka",96497,1497,0,1,1,14,0,14,102|815|934|1190|1222|1853|1889|4654|6496|10491|30016|34533|36952|41006,Aishiteruze Baby★★|Tennis no Oujisama Movie 1: Futari no Samurai - The First Game|Higurashi no Naku Koro ni|Tennis no Oujisama: Sonzoku Yama no Hi|Bokura ga Ita|Cutie Honey F|Higurashi no Naku Koro ni Kai|Toaru Majutsu no Index|Cutie Honey F Movie|Higurashi no Naku Koro ni Kira|Nanbaka|Nanbaka: Shusseki Bangou no Tsuita Baka-tachi!|Tennis no Oujisama: Best Games!!|Higurashi no Naku Koro ni Gou
"Senda, Mitsuo",102419,7419,1,1,1,14,0,15,518|800|1760|1972|2126|2130|2618|3110|3327|3448|4039|5525|7551|11837,Mahou no Princess Minky Momo|NieA Under 7|Golgo 13|Meitantei Holmes|Yuu☆Yuu☆Hakusho: Eizou Hakusho II|Kaibutsu Oujo|Takarajima|Kaze no Naka no Shoujo: Kinpatsu no Jeanie|Giant Gorg|Mad★Bull 34|Golgo 13 (TV)|07-Ghost|Gowapper 5 Gordam|Zetman
"Matsuo, Yoshiko",96195,,0,1,1,13,0,13,2576|2882|3858|8897|9055|10232|11793|15731|17671|21737|25729|29829|29831,"Araiguma Rascal|Anime Oyako Gekijou|Konchuu Monogatari Minashigo Hutch|Ganbare! Marine Kid|Tamayura|Tamayura: Hitotose|Tamayura: Hitotose - Attakai Kaze no Omoide, nanode|Tamayura: More Aggressive|Animal 1|Tamayura: More Aggressive - Ichinichi dake no Shuugakuryokou, nanode|Tamayura: Sotsugyou Shashin Part 1 - Kizashi|Tamayura: Sotsugyou Shashin Part 2 - Hibiki|Tamayura: Sotsugyou Shashin Part 4 - Ashita"
"Sasaki, Hiroo",106675,11675,0,1,1,13,0,13,9935|9996|12119|15751|17391|19669|33446|34013|35835|37438|37576|39531|40333,Chocolat no Mahou|Hyouge Mono|Natsu-iro Kiseki|Senyuu.|Senyuu. Specials|Kuroko no Basket: Baka ja Katenai no yo!|Huyao Xiao Hongniang 3: Yue Hong Pian|Hagane Orchestra|RErideD: Tokigoe no Derrida|Ingress the Animation|Majutsushi Orphen Hagure Tabi|Kuutei Dragons|Uzumaki
