mal_id,anilist_id,title,type,staff_id_anilist,staff_name,staff_role,staff_role_group,staff_language,staff_favorites_mal,staff_favorites_anilist,staff_favorites,source,staff_group_key
1,1.0,Cowboy Bebop,TV,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
1,1.0,Cowboy Bebop,TV,97009,"Watanabe, Shinichirou",Director,director,Japanese,15914,4229,15914,AniList,staff_id_anilist:97009
5,5.0,Cowboy Bebop: Tengoku no Tobira,Movie,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
5,5.0,Cowboy Bebop: Tengoku no Tobira,Movie,97009,"Watanabe, Shinichirou",Director,director,Japanese,15914,4229,15914,AniList,staff_id_anilist:97009
6,6.0,Trigun,TV,98098,"Nightow, Yasuhiro",Original Creator,original_creator,Japanese,652,367,652,AniList,staff_id_anilist:98098
6,6.0,Trigun,TV,105285,"Nishimura, Satoshi",Director,director,Japanese,56,21,56,AniList,staff_id_anilist:105285
7,7.0,Witch Hunter Robin,TV,100793,"Murase, Shuukou",Director,director,Japanese,0,109,109,AniList,staff_id_anilist:100793
8,8.0,Bouken Ou Beet,TV,97954,"Sanjou, Riku",Original Creator,original_creator,Japanese,19,35,35,AniList,staff_id_anilist:97954
8,8.0,Bouken Ou Beet,TV,107867,"Nagamine, Tatsuya",Director,director,Japanese,58,47,58,AniList,staff_id_anilist:107867
8,8.0,Bouken Ou Beet,TV,97955,"Inada, Kouji",Original Character Design,original_character_design,Japanese,0,8,8,AniList,staff_id_anilist:97955
15,15.0,Eyeshield 21,TV,96902,"Inagaki, Riichirou",Original Story,original_creator,Japanese,0,311,311,AniList,staff_id_anilist:96902
15,15.0,Eyeshield 21,TV,96903,"Murata, Yuusuke",Original Character Design,original_character_design,Japanese,3,2813,2813,AniList,staff_id_anilist:96903
16,16.0,Hachimitsu to Clover,TV,97891,"Umino, Chica",Original Creator,original_creator,Japanese,2181,1218,2181,AniList,staff_id_anilist:97891
16,16.0,Hachimitsu to Clover,TV,101598,"Kasai, Kenichi",Director,director,Japanese,101,11,101,AniList,staff_id_anilist:101598
17,17.0,Hungry Heart: Wild Striker,TV,98927,"Takahashi, Youichi",Original Creator,original_creator,Japanese,1,46,46,AniList,staff_id_anilist:98927
17,17.0,Hungry Heart: Wild Striker,TV,134974,"Saga, Satoshi",Director,director,Japanese,0,3,3,AniList,staff_id_anilist:134974
18,18.0,Initial D Fourth Stage,TV,97357,"Shigeno, Shuuichi",Original Creator,original_creator,Japanese,532,234,532,AniList,staff_id_anilist:97357
18,18.0,Initial D Fourth Stage,TV,100641,"Tominaga, Tsuneo",Director,director,Japanese,9,4,9,AniList,staff_id_anilist:100641
19,19.0,Monster,TV,96867,"Urasawa, Naoki",Original Creator,original_creator,Japanese,24108,9140,24108,AniList,staff_id_anilist:96867
19,19.0,Monster,TV,106507,"Kojima, Masayuki",Director,director,Japanese,284,139,284,AniList,staff_id_anilist:106507
19,19.0,Monster,TV,102349,"Kousaka, Kitarou",Original Character Design,original_character_design,Japanese,13,24,24,AniList,staff_id_anilist:102349
20,20.0,Naruto,TV,96879,"Kishimoto, Masashi",Original Creator,original_creator,Japanese,14612,2825,14612,AniList,staff_id_anilist:96879
20,20.0,Naruto,TV,100843,"Date, Hayato",Director,director,Japanese,74,18,74,AniList,staff_id_anilist:100843
21,21.0,One Piece,TV,96881,"Oda, Eiichirou",Original Creator,original_creator,Japanese,0,12941,12941,AniList,staff_id_anilist:96881
22,22.0,Tennis no Oujisama,TV,96909,"Konomi, Takeshi",Original Creator,original_creator,Japanese,98,22,98,AniList,staff_id_anilist:96909
22,22.0,Tennis no Oujisama,TV,101952,"Hamana, Takayuki",Director,director,Japanese,11,6,11,AniList,staff_id_anilist:101952
23,23.0,Ring ni Kakero 1,TV,96999,"Kurumada, Masami",Original Creator,original_creator,Japanese,638,182,638,AniList,staff_id_anilist:96999
24,24.0,School Rumble,TV,97135,"Kobayashi, Jin",Original Creator,original_creator,Japanese,223,30,223,AniList,staff_id_anilist:97135
24,24.0,School Rumble,TV,100152,"Takamatsu, Shinji",Director,director,Japanese,302,102,302,AniList,staff_id_anilist:100152
25,25.0,Sunabouzu,TV,101381,"Usune, Masatoshi",Original Creator,original_creator,Japanese,7,10,10,AniList,staff_id_anilist:101381
25,25.0,Sunabouzu,TV,101186,"Inagaki, Takayuki",Director,director,Japanese,12,1,12,AniList,staff_id_anilist:101186
26,26.0,Texhnolyze,TV,101369,"Hamasaki, Hiroshi",Director,director,Japanese,764,306,764,AniList,staff_id_anilist:101369
26,26.0,Texhnolyze,TV,96991,"ABe, Yoshitoshi",Original Character Design,original_character_design,Japanese,5280,2510,5280,AniList,staff_id_anilist:96991
27,27.0,Trinity Blood,TV,97494,"Yoshida, Sunao",Original Story,original_creator,Japanese,33,6,33,AniList,staff_id_anilist:97494
27,27.0,Trinity Blood,TV,122071,"Hirata, Tomohiro",Director,director,Japanese,1,7,7,AniList,staff_id_anilist:122071
27,27.0,Trinity Blood,TV,101328,"Shibamoto, THORES",Original Character Design,original_character_design,Japanese,56,88,88,AniList,staff_id_anilist:101328
28,28.0,Yakitate!! Japan,TV,97805,"Hashiguchi, Takashi",Original Creator,original_creator,Japanese,8,7,8,AniList,staff_id_anilist:97805
28,28.0,Yakitate!! Japan,TV,134782,"Aoki, Yasunao",Director,director,Japanese,0,1,1,AniList,staff_id_anilist:134782
29,29.0,Zipang,TV,97204,"Kawaguchi, Kaiji",Original Creator,original_creator,Japanese,40,35,40,AniList,staff_id_anilist:97204
29,29.0,Zipang,TV,100655,"Furuhashi, Kazuhiro",Director,director,Japanese,190,117,190,AniList,staff_id_anilist:100655
30,30.0,Shinseiki Evangelion,TV,100111,"Anno, Hideaki",Original Creator,original_creator,Japanese,24335,7026,24335,AniList,staff_id_anilist:100111
30,30.0,Shinseiki Evangelion,TV,100111,"Anno, Hideaki",Director,director,Japanese,24335,7026,24335,AniList,staff_id_anilist:100111
32,32.0,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",Movie,100111,"Anno, Hideaki",Original Creator,original_creator,Japanese,24335,7026,24335,AniList,staff_id_anilist:100111
32,32.0,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",Movie,100111,"Anno, Hideaki",Director,director,Japanese,24335,7026,24335,AniList,staff_id_anilist:100111
32,32.0,"Shinseiki Evangelion Movie: Air/Magokoro wo, Kimi ni",Movie,101076,"Tsurumaki, Kazuya",Director,director,Japanese,905,434,905,AniList,staff_id_anilist:101076
33,33.0,Kenpuu Denki Berserk,TV,96868,"Miura, Kentarou",Original Creator,original_creator,Japanese,26708,8842,26708,AniList,staff_id_anilist:96868
33,33.0,Kenpuu Denki Berserk,TV,105248,"Takahashi, Naohito",Director,director,Japanese,15,14,15,AniList,staff_id_anilist:105248
43,43.0,Koukaku Kidoutai,Movie,97609,"Shirow, Masamune",Original Creator,original_creator,Japanese,1222,391,1222,AniList,staff_id_anilist:97609
43,43.0,Koukaku Kidoutai,Movie,99097,"Oshii, Mamoru",Director,director,Japanese,5094,2281,5094,AniList,staff_id_anilist:99097
44,44.0,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,OVA,96890,"Watsuki, Nobuhiro",Original Creator,original_creator,Japanese,509,74,509,AniList,staff_id_anilist:96890
44,44.0,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,OVA,100655,"Furuhashi, Kazuhiro",Director,director,Japanese,190,117,190,AniList,staff_id_anilist:100655
45,45.0,Rurouni Kenshin: Meiji Kenkaku Romantan,TV,96890,"Watsuki, Nobuhiro",Original Creator,original_creator,Japanese,509,74,509,AniList,staff_id_anilist:96890
45,45.0,Rurouni Kenshin: Meiji Kenkaku Romantan,TV,100655,"Furuhashi, Kazuhiro",Director,director,Japanese,190,117,190,AniList,staff_id_anilist:100655
46,46.0,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Movie,96890,"Watsuki, Nobuhiro",Original Creator,original_creator,Japanese,509,74,509,AniList,staff_id_anilist:96890
46,46.0,Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,Movie,103146,"Tsuji, Hatsuki",Director,director,Japanese,3,3,3,AniList,staff_id_anilist:103146
47,47.0,Akira,Movie,96872,"Ootomo, Katsuhiro",Original Creator,original_creator,Japanese,0,961,961,AniList,staff_id_anilist:96872
47,47.0,Akira,Movie,96872,"Ootomo, Katsuhiro",Director,director,Japanese,0,961,961,AniList,staff_id_anilist:96872
48,48.0,.hack//Sign,TV,100094,"Mashimo, Kouichi",Director,director,Japanese,97,49,97,AniList,staff_id_anilist:100094
48,48.0,.hack//Sign,TV,98158,"Sadamoto, Yoshiyuki",Original Character Design,original_character_design,Japanese,1522,693,1522,AniList,staff_id_anilist:98158
49,49.0,Aa! Megami-sama!,OVA,97467,"Fujishima, Kousuke",Original Creator,original_creator,Japanese,159,80,159,AniList,staff_id_anilist:97467
49,49.0,Aa! Megami-sama!,OVA,105295,"Gouda, Hiroaki",Director,director,Japanese,2,6,6,AniList,staff_id_anilist:105295
50,50.0,Aa! Megami-sama! (TV),TV,97467,"Fujishima, Kousuke",Original Creator,original_creator,Japanese,159,80,159,AniList,staff_id_anilist:97467
50,50.0,Aa! Megami-sama! (TV),TV,105295,"Gouda, Hiroaki",Director,director,Japanese,2,6,6,AniList,staff_id_anilist:105295
51,51.0,Tenshi Kinryouku,OVA,97039,"Yuki, Kaori",Original Creator,original_creator,Japanese,1231,198,1231,AniList,staff_id_anilist:97039
51,51.0,Tenshi Kinryouku,OVA,101064,"Sayama, Kiyoko",Director,director,Japanese,28,15,28,AniList,staff_id_anilist:101064
52,52.0,Kidou Tenshi Angelic Layer,TV,96877,CLAMP,Original Creator,original_creator,Japanese,8323,2795,8323,AniList,staff_id_anilist:96877
52,52.0,Kidou Tenshi Angelic Layer,TV,105384,"Nishikiori, Hiroshi",Director,director,Japanese,15,14,15,AniList,staff_id_anilist:105384
53,53.0,Ai Yori Aoshi,TV,96933,"Fumizuki, Kou",Original Creator,original_creator,Japanese,32,8,32,AniList,staff_id_anilist:96933
54,54.0,Appleseed (Movie),Movie,97609,"Shirow, Masamune",Original Creator,original_creator,Japanese,1222,391,1222,AniList,staff_id_anilist:97609
54,54.0,Appleseed (Movie),Movie,102454,"Aramaki, Shinji",Director,director,Japanese,28,26,28,AniList,staff_id_anilist:102454
55,55.0,Arc the Lad,TV,102561,"Kawasaki, Itsurou",Director,director,Japanese,7,8,8,AniList,staff_id_anilist:102561
56,56.0,Avenger,TV,100094,"Mashimo, Kouichi",Director,director,Japanese,97,49,97,AniList,staff_id_anilist:100094
57,57.0,Beck,TV,96976,"Sakuishi, Harold",Original Creator,original_creator,Japanese,225,121,225,AniList,staff_id_anilist:96976
57,57.0,Beck,TV,100406,"Kobayashi, Osamu",Director,director,Japanese,99,65,99,AniList,staff_id_anilist:100406
58,58.0,Blue Gender,TV,152177,"Abe, Masashi",Director,director,Japanese,14,2,14,AniList,staff_id_anilist:152177
59,59.0,Chobits,TV,96877,CLAMP,Original Creator,original_creator,Japanese,8323,2795,8323,AniList,staff_id_anilist:96877
59,59.0,Chobits,TV,100921,"Asaka, Morio",Director,director,Japanese,204,164,204,AniList,staff_id_anilist:100921
60,60.0,Chrno Crusade,TV,97321,"Moriyama, Daisuke",Original Creator,original_creator,Japanese,62,12,62,AniList,staff_id_anilist:97321
60,60.0,Chrno Crusade,TV,100315,"Kou, Yuu",Director,director,Japanese,8,2,8,AniList,staff_id_anilist:100315
61,61.0,D.N.Angel,TV,96947,"Sugisaki, Yukiru",Original Creator,original_creator,Japanese,80,19,80,AniList,staff_id_anilist:96947
61,61.0,D.N.Angel,TV,115631,"Habara, Nobuyoshi",Director,director,Japanese,7,10,10,AniList,staff_id_anilist:115631
61,61.0,D.N.Angel,TV,96947,"Sugisaki, Yukiru",Original Character Design,original_character_design,Japanese,80,19,80,AniList,staff_id_anilist:96947
62,62.0,D.C.: Da Capo,TV,105961,Circus,Original Creator,original_creator,Japanese,9,8,9,AniList,staff_id_anilist:105961
62,62.0,D.C.: Da Capo,TV,100672,"Nanao, Naru",Original Character Design,original_character_design,Japanese,31,14,31,AniList,staff_id_anilist:100672
63,63.0,DearS,TV,96948,PEACH‐PIT,Original Creator,original_creator,Japanese,456,151,456,AniList,staff_id_anilist:96948
63,63.0,DearS,TV,100656,"Suzuki, Iku",Director,director,Japanese,3,1,3,AniList,staff_id_anilist:100656
64,64.0,Rozen Maiden,TV,96948,PEACH‐PIT,Original Creator,original_creator,Japanese,456,151,456,AniList,staff_id_anilist:96948
64,64.0,Rozen Maiden,TV,100326,"Matsuo, Kou",Director,director,Japanese,13,5,13,AniList,staff_id_anilist:100326
65,65.0,Rozen Maiden: Träumend,TV,96948,PEACH‐PIT,Original Creator,original_creator,Japanese,456,151,456,AniList,staff_id_anilist:96948
65,65.0,Rozen Maiden: Träumend,TV,100326,"Matsuo, Kou",Director,director,Japanese,13,5,13,AniList,staff_id_anilist:100326
66,66.0,Azumanga Daiou The Animation,TV,96939,"Azuma, Kiyohiko",Original Creator,original_creator,Japanese,1373,735,1373,AniList,staff_id_anilist:96939
66,66.0,Azumanga Daiou The Animation,TV,105384,"Nishikiori, Hiroshi",Director,director,Japanese,15,14,15,AniList,staff_id_anilist:105384
67,67.0,Basilisk: Kouga Ninpou Chou,TV,97228,"Yamada, Fuutarou",Original Creator,original_creator,Japanese,8,9,9,AniList,staff_id_anilist:97228
67,67.0,Basilisk: Kouga Ninpou Chou,TV,107199,"Kizaki, Fuminori",Director,director,Japanese,7,9,9,AniList,staff_id_anilist:107199
67,67.0,Basilisk: Kouga Ninpou Chou,TV,97408,"Segawa, Masaki",Original Character Design,original_character_design,Japanese,10,11,11,AniList,staff_id_anilist:97408
68,68.0,Black Cat,TV,96900,"Yabuki, Kentarou",Original Creator,original_creator,Japanese,1015,466,1015,AniList,staff_id_anilist:96900
68,68.0,Black Cat,TV,100652,"Itagaki, Shin",Director,director,Japanese,51,32,51,AniList,staff_id_anilist:100652
69,69.0,Cluster Edge,TV,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
69,69.0,Cluster Edge,TV,101723,"Ikeda, Masashi",Original Creator,original_creator,Japanese,12,2,12,AniList,staff_id_anilist:101723
69,69.0,Cluster Edge,TV,101723,"Ikeda, Masashi",Director,director,Japanese,12,2,12,AniList,staff_id_anilist:101723
69,69.0,Cluster Edge,TV,233570,"Komatsuda, Wan",Original Character Design,original_character_design,Japanese,0,0,0,AniList,staff_id_anilist:233570
71,71.0,Full Metal Panic!,TV,97622,"Gatou, Shouji",Original Creator,original_creator,Japanese,130,68,130,AniList,staff_id_anilist:97622
71,71.0,Full Metal Panic!,TV,106134,"Chigira, Kouichi",Director,director,Japanese,14,9,14,AniList,staff_id_anilist:106134
71,71.0,Full Metal Panic!,TV,101520,"Shiki, Douji",Original Character Design,original_character_design,Japanese,8,21,21,AniList,staff_id_anilist:101520
72,72.0,Full Metal Panic? Fumoffu,TV,97622,"Gatou, Shouji",Original Story,original_creator,Japanese,130,68,130,AniList,staff_id_anilist:97622
72,72.0,Full Metal Panic? Fumoffu,TV,101771,"Takemoto, Yasuhiro",Director,director,Japanese,902,492,902,AniList,staff_id_anilist:101771
72,72.0,Full Metal Panic? Fumoffu,TV,101520,"Shiki, Douji",Original Character Design,original_character_design,Japanese,8,21,21,AniList,staff_id_anilist:101520
73,73.0,Full Metal Panic! The Second Raid,TV,97622,"Gatou, Shouji",Original Creator,original_creator,Japanese,130,68,130,AniList,staff_id_anilist:97622
73,73.0,Full Metal Panic! The Second Raid,TV,101771,"Takemoto, Yasuhiro",Director,director,Japanese,902,492,902,AniList,staff_id_anilist:101771
73,73.0,Full Metal Panic! The Second Raid,TV,101520,"Shiki, Douji",Original Character Design,original_character_design,Japanese,8,21,21,AniList,staff_id_anilist:101520
74,74.0,Gakuen Alice,TV,97306,"Higuchi, Tachibana",Original Creator,original_creator,Japanese,138,73,138,AniList,staff_id_anilist:97306
74,74.0,Gakuen Alice,TV,101671,"Oomori, Takahiro",Director,director,Japanese,646,143,646,AniList,staff_id_anilist:101671
75,75.0,Soukyuu no Fafner: Dead Aggressor,TV,115631,"Habara, Nobuyoshi",Director,director,Japanese,7,10,10,AniList,staff_id_anilist:115631
76,76.0,Mahou Shoujo Lyrical Nanoha,TV,103826,"Tsuzuki, Masaki",Original Creator,original_creator,Japanese,24,16,24,AniList,staff_id_anilist:103826
76,76.0,Mahou Shoujo Lyrical Nanoha,TV,100089,"Shinbou, Akiyuki",Director,director,Japanese,10022,3505,10022,AniList,staff_id_anilist:100089
77,77.0,Mahou Shoujo Lyrical Nanoha A's,TV,103826,"Tsuzuki, Masaki",Original Creator,original_creator,Japanese,24,16,24,AniList,staff_id_anilist:103826
77,77.0,Mahou Shoujo Lyrical Nanoha A's,TV,107655,"Kusakawa, Keizou",Director,director,Japanese,33,9,33,AniList,staff_id_anilist:107655
79,79.0,Shuffle!,TV,105000,Navel,Original Creator,original_creator,Japanese,9,9,9,AniList,staff_id_anilist:105000
79,79.0,Shuffle!,TV,105141,"Hosoda, Naoto",Director,director,Japanese,27,13,27,AniList,staff_id_anilist:105141
79,79.0,Shuffle!,TV,100182,"Suzuhira, Hiro",Original Character Design,original_character_design,Japanese,36,16,36,AniList,staff_id_anilist:100182
79,79.0,Shuffle!,TV,100181,"Nishimata, Aoi",Original Character Design,original_character_design,Japanese,26,12,26,AniList,staff_id_anilist:100181
80,80.0,Kidou Senshi Gundam,TV,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
80,80.0,Kidou Senshi Gundam,TV,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
81,81.0,Kidou Senshi Gundam: Dai 08 MS Shoutai,OVA,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
81,81.0,Kidou Senshi Gundam: Dai 08 MS Shoutai,OVA,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
82,82.0,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,OVA,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
82,82.0,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,OVA,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
82,82.0,Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,OVA,121215,"Takayama, Fumihiko",Director,director,Japanese,8,6,8,AniList,staff_id_anilist:121215
83,83.0,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,Movie,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
83,83.0,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,Movie,106597,"Iida, Umanosuke",Director,director,Japanese,10,10,10,AniList,staff_id_anilist:106597
83,83.0,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,Movie,104682,"Kanda, Takeyuki",Director,director,Japanese,9,10,10,AniList,staff_id_anilist:104682
83,83.0,Kidou Senshi Gundam: Dai 08 MS Shoutai - Miller's Report,Movie,102165,"Kase, Mitsuko",Director,director,Japanese,8,5,8,AniList,staff_id_anilist:102165
84,84.0,Kidou Senshi Gundam 0083: Stardust Memory,OVA,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
84,84.0,Kidou Senshi Gundam 0083: Stardust Memory,OVA,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
85,85.0,Kidou Senshi Zeta Gundam,TV,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
86,86.0,Kidou Senshi Gundam ZZ,TV,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
86,86.0,Kidou Senshi Gundam ZZ,TV,97337,"Tomino, Yoshiyuki",Director,director,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
87,87.0,Kidou Senshi Gundam: Gyakushuu no Char,Movie,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
87,87.0,Kidou Senshi Gundam: Gyakushuu no Char,Movie,97337,"Tomino, Yoshiyuki",Director,director,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
88,88.0,Kidou Senshi Gundam F91,Movie,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
88,88.0,Kidou Senshi Gundam F91,Movie,97337,"Tomino, Yoshiyuki",Director,director,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
89,89.0,Kidou Senshi Victory Gundam,TV,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
89,89.0,Kidou Senshi Victory Gundam,TV,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
90,90.0,Shin Kidou Senki Gundam Wing,TV,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
90,90.0,Shin Kidou Senki Gundam Wing,TV,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
90,90.0,Shin Kidou Senki Gundam Wing,TV,101723,"Ikeda, Masashi",Director,director,Japanese,12,2,12,AniList,staff_id_anilist:101723
91,91.0,Shin Kidou Senki Gundam Wing: Endless Waltz,OVA,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
91,91.0,Shin Kidou Senki Gundam Wing: Endless Waltz,OVA,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
91,91.0,Shin Kidou Senki Gundam Wing: Endless Waltz,OVA,134782,"Aoki, Yasunao",Director,director,Japanese,0,1,1,AniList,staff_id_anilist:134782
92,92.0,Kidou Shinseiki Gundam X,TV,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
92,92.0,Kidou Shinseiki Gundam X,TV,100152,"Takamatsu, Shinji",Director,director,Japanese,302,102,302,AniList,staff_id_anilist:100152
93,93.0,Kidou Senshi Gundam SEED,TV,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
93,93.0,Kidou Senshi Gundam SEED,TV,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
93,93.0,Kidou Senshi Gundam SEED,TV,118826,"Fukuda, Mitsuo",Director,director,Japanese,27,24,27,AniList,staff_id_anilist:118826
94,94.0,Kidou Senshi Gundam SEED Destiny,TV,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
94,94.0,Kidou Senshi Gundam SEED Destiny,TV,118826,"Fukuda, Mitsuo",Director,director,Japanese,27,24,27,AniList,staff_id_anilist:118826
95,95.0,Turn A Gundam,TV,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
95,95.0,Turn A Gundam,TV,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
95,95.0,Turn A Gundam,TV,105512,"Yasuda, Akira",Original Character Design,original_character_design,Japanese,21,37,37,AniList,staff_id_anilist:105512
96,96.0,Kidou Butouden G Gundam,TV,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
96,96.0,Kidou Butouden G Gundam,TV,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
97,97.0,Last Exile,TV,106134,"Chigira, Kouichi",Director,director,Japanese,14,9,14,AniList,staff_id_anilist:106134
97,97.0,Last Exile,TV,98445,"Murata, Range",Original Character Design,original_character_design,Japanese,663,361,663,AniList,staff_id_anilist:98445
98,98.0,Mai-HiME,TV,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
98,98.0,Mai-HiME,TV,109217,"Ohara, Masakazu",Director,director,Japanese,0,2,2,AniList,staff_id_anilist:109217
99,99.0,Mai-Otome,TV,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
99,99.0,Mai-Otome,TV,109217,"Ohara, Masakazu",Director,director,Japanese,0,2,2,AniList,staff_id_anilist:109217
100,100.0,Shin Shirayuki-hime Densetsu Prétear,TV,99002,"Satou, Junichi",Original Creator,original_creator,Japanese,946,617,946,AniList,staff_id_anilist:99002
100,100.0,Shin Shirayuki-hime Densetsu Prétear,TV,97837,"Naruse, Kaori",Original Creator,original_creator,Japanese,2,2,2,AniList,staff_id_anilist:97837
100,100.0,Shin Shirayuki-hime Densetsu Prétear,TV,99002,"Satou, Junichi",Director,director,Japanese,946,617,946,AniList,staff_id_anilist:99002
100,100.0,Shin Shirayuki-hime Densetsu Prétear,TV,101064,"Sayama, Kiyoko",Director,director,Japanese,28,15,28,AniList,staff_id_anilist:101064
101,101.0,Air,TV,97885,Key,Original Creator,original_creator,Japanese,3252,1507,3252,AniList,staff_id_anilist:97885
101,101.0,Air,TV,100055,"Ishihara, Tatsuya",Director,director,Japanese,1281,571,1281,AniList,staff_id_anilist:100055
101,101.0,Air,TV,100671,"Hinoue, Itaru",Original Character Design,original_character_design,Japanese,116,122,122,AniList,staff_id_anilist:100671
102,102.0,Aishiteruze Baby★★,TV,96914,"Maki, Youko",Original Creator,original_creator,Japanese,126,27,126,AniList,staff_id_anilist:96914
102,102.0,Aishiteruze Baby★★,TV,105950,"Okuwaki, Masaharu",Director,director,Japanese,0,0,0,AniList,staff_id_anilist:105950
103,103.0,Akazukin Chacha,TV,99152,"Ayahana, Min",Original Creator,original_creator,Japanese,1,0,1,AniList,staff_id_anilist:99152
103,103.0,Akazukin Chacha,TV,103146,"Tsuji, Hatsuki",Director,director,Japanese,3,3,3,AniList,staff_id_anilist:103146
104,104.0,Ayashi no Ceres,TV,96930,"Watase, Yuu",Original Creator,original_creator,Japanese,1115,147,1115,AniList,staff_id_anilist:96930
104,104.0,Ayashi no Ceres,TV,102502,"Kamegaki, Hajime",Director,director,Japanese,19,9,19,AniList,staff_id_anilist:102502
105,105.0,Boys Be...,TV,97080,"Itabashi, Masahiro",Original Story,original_creator,Japanese,0,0,0,AniList,staff_id_anilist:97080
105,105.0,Boys Be...,TV,104974,"Shimoda, Masami",Director,director,Japanese,3,3,3,AniList,staff_id_anilist:104974
105,105.0,Boys Be...,TV,97077,"Tamakoshi, Hiroyuki",Original Character Design,original_character_design,Japanese,6,7,7,AniList,staff_id_anilist:97077
106,106.0,Hana yori Dango,TV,97571,"Kamio, Yoko",Original Creator,original_creator,Japanese,185,47,185,AniList,staff_id_anilist:97571
107,107.0,Ou Dorobou Jing,TV,97369,"Kumakura, Yuuichi",Original Creator,original_creator,Japanese,11,3,11,AniList,staff_id_anilist:97369
