mal_id,anilist_id,title,type,staff_id_anilist,staff_name,staff_role,staff_role_group,staff_language,staff_favorites_mal,staff_favorites_anilist,staff_favorites,source,staff_group_key
43299,124845.0,Wonder Egg Priority,TV,191377,"Nojima, Shinji",Original Creator,original_creator,Japanese,28,27,28,AniList,staff_id_anilist:191377
43299,124845.0,Wonder Egg Priority,TV,133644,"Wakabayashi, Shin",Director,director,Japanese,21,75,75,AniList,staff_id_anilist:133644
43325,124858.0,Yuukoku no Moriarty Part 2,TV,107823,"Takeuchi, Ryousuke",Original Story,original_creator,Japanese,27,44,44,AniList,staff_id_anilist:107823
43325,124858.0,Yuukoku no Moriarty Part 2,TV,113003,"Nomura, Kazuya",Director,director,Japanese,38,26,38,AniList,staff_id_anilist:113003
43325,124858.0,Yuukoku no Moriarty Part 2,TV,114551,"Miyoshi, Hikaru",Original Character Design,original_character_design,Japanese,42,45,45,AniList,staff_id_anilist:114551
43350,125491.0,Gebäude Bäude,TV,155429,"Arakawa, Wataru",Director,director,Japanese,0,0,0,AniList,staff_id_anilist:155429
43353,124896.0,Bear Bear Bear Kuma!,ONA,143342,Kumanano,Original Story,original_creator,Japanese,11,35,35,AniList,staff_id_anilist:143342
43353,124896.0,Bear Bear Bear Kuma!,ONA,128915,"Ishii, Hisashi",Director,director,Japanese,0,0,0,AniList,staff_id_anilist:128915
43353,124896.0,Bear Bear Bear Kuma!,ONA,111725,029,Original Character Design,original_character_design,Japanese,9,58,58,AniList,staff_id_anilist:111725
43419,136248.0,Yubi no Sukima-chan,Movie,173915,"Ootani, Tarafu",Director,director,Japanese,0,6,6,AniList,staff_id_anilist:173915
43426,124600.0,Taimanin Asagi: Toraware no Niku Ningyou,OVA,106117,"Makino, Yukihiro",Director,director,Japanese,2,2,2,AniList,staff_id_anilist:106117
43429,126173.0,Matierica,Movie,113261,"Kurosaka, Keita",Director,director,Japanese,46,43,46,AniList,staff_id_anilist:113261
43432,135462.0,Umi no Uta,Movie,113261,"Kurosaka, Keita",Director,director,Japanese,46,43,46,AniList,staff_id_anilist:113261
43439,125038.0,Shadows House,TV,117323,Soumatou,Original Creator,original_creator,Japanese,82,182,182,AniList,staff_id_anilist:117323
43439,125038.0,Shadows House,TV,151870,"Oohashi, Kazuki",Director,director,Japanese,1,3,3,AniList,staff_id_anilist:151870
43465,122954.0,Ijirare: Fukushuu Saimin,OVA,127528,"Oka, Aiue",Original Creator,original_creator,Japanese,129,216,216,AniList,staff_id_anilist:127528
43465,122954.0,Ijirare: Fukushuu Saimin,OVA,106200,"Raika, Ken",Director,director,Japanese,178,178,178,AniList,staff_id_anilist:106200
43466,125068.0,Himawari wa Yoru ni Saku,ONA,102394,"Takeda, Hiromitsu",Original Creator,original_creator,Japanese,362,283,362,AniList,staff_id_anilist:102394
43466,125068.0,Himawari wa Yoru ni Saku,ONA,106200,"Raika, Ken",Director,director,Japanese,178,178,178,AniList,staff_id_anilist:106200
43467,125067.0,Ajisai no Chiru Koro ni,ONA,102394,"Takeda, Hiromitsu",Original Creator,original_creator,Japanese,362,283,362,AniList,staff_id_anilist:102394
43467,125067.0,Ajisai no Chiru Koro ni,ONA,106200,"Raika, Ken",Director,director,Japanese,178,178,178,AniList,staff_id_anilist:106200
43470,125124.0,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,TV,120191,"Yamamoto, Arihred",Original Creator,original_creator,Japanese,0,19,19,AniList,staff_id_anilist:120191
43470,125124.0,Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,TV,111487,"Kitahata, Tooru",Director,director,Japanese,5,3,5,AniList,staff_id_anilist:111487
43506,126186.0,Alice Gear Aegis: Doki! Actress Darake no Mermaid Grand Prix♥,OVA,123236,"Hanai, Hirokazu",Director,director,Japanese,3,1,3,AniList,staff_id_anilist:123236
43523,125206.0,Tsuki ga Michibiku Isekai Douchuu,TV,119983,"Azumi, Kei",Original Story,original_creator,Japanese,19,30,30,AniList,staff_id_anilist:119983
43523,125206.0,Tsuki ga Michibiku Isekai Douchuu,TV,103743,"Ishihira, Shinji",Director,director,Japanese,79,28,79,AniList,staff_id_anilist:103743
43523,125206.0,Tsuki ga Michibiku Isekai Douchuu,TV,119984,"Matsumoto, Mitsuaki",Original Character Design,original_character_design,Japanese,3,15,15,AniList,staff_id_anilist:119984
43556,125261.0,Tsurune Movie: Hajimari no Issha,Movie,124010,"Ayano, Kotoko",Original Story,original_creator,Japanese,1,3,3,AniList,staff_id_anilist:124010
43556,125261.0,Tsurune Movie: Hajimari no Issha,Movie,126449,"Yamamura, Takuya",Director,director,Japanese,14,9,14,AniList,staff_id_anilist:126449
43556,125261.0,Tsurune Movie: Hajimari no Issha,Movie,124011,"Morimoto, Chinatsu",Original Character Design,original_character_design,Japanese,0,2,2,AniList,staff_id_anilist:124011
43568,125308.0,Hakumei no Tsubasa: Expansion - Hoshi no Matsuri,ONA,100372,"Tajiri, Satoshi",Original Creator,original_creator,Japanese,535,199,535,AniList,staff_id_anilist:100372
43568,125308.0,Hakumei no Tsubasa: Expansion - Hoshi no Matsuri,ONA,114914,"Yamashita, Shingo",Director,director,Japanese,335,538,538,AniList,staff_id_anilist:114914
43591,125351.0,Hetalia World★Stars,ONA,101659,"Himaruya, Hidekazu",Original Creator,original_creator,Japanese,0,81,81,AniList,staff_id_anilist:101659
43591,125351.0,Hetalia World★Stars,ONA,101189,"Watanabe, Hiroshi",Director,director,Japanese,4,8,8,AniList,staff_id_anilist:101189
43608,125367.0,Kaguya-sama wa Kokurasetai: Ultra Romantic,TV,97139,"Akasaka, Aka",Original Creator,original_creator,Japanese,5938,3811,5938,AniList,staff_id_anilist:97139
43608,125367.0,Kaguya-sama wa Kokurasetai: Ultra Romantic,TV,111583,"Omata, Shinichi",Director,director,Japanese,0,263,263,AniList,staff_id_anilist:111583
43609,125368.0,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,OVA,97139,"Akasaka, Aka",Original Creator,original_creator,Japanese,5938,3811,5938,AniList,staff_id_anilist:97139
43609,125368.0,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,OVA,111583,"Omata, Shinichi",Director,director,Japanese,0,263,263,AniList,staff_id_anilist:111583
43626,122521.0,Jue Shi Wu Hun,ONA,199292,"Luo, Chengdong",Original Story,original_creator,Chinese,0,1,1,AniList,staff_id_anilist:199292
43683,126661.0,Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,Special,104834,"Horikoshi, Kouhei",Original Creator,original_creator,Japanese,3816,1620,3816,AniList,staff_id_anilist:104834
43690,125428.0,Tenkuu Shinpan,ONA,116991,"Miura, Tsuina",Original Story,original_creator,Japanese,34,20,34,AniList,staff_id_anilist:116991
43690,125428.0,Tenkuu Shinpan,ONA,119425,"Takata, Masahiro",Director,director,Japanese,1,4,4,AniList,staff_id_anilist:119425
43690,125428.0,Tenkuu Shinpan,ONA,118699,"Oba, Takahiro",Original Character Design,original_character_design,Japanese,10,3,10,AniList,staff_id_anilist:118699
43691,125446.0,Kageki Shoujo!!,TV,99314,"Saiki, Kumiko",Original Creator,original_creator,Japanese,2,19,19,AniList,staff_id_anilist:99314
43691,125446.0,Kageki Shoujo!!,TV,118785,"Yoneda, Kazuhiro",Director,director,Japanese,19,11,19,AniList,staff_id_anilist:118785
43692,125426.0,Gokushufudou,ONA,125067,"Oono, Kousuke",Original Creator,original_creator,Japanese,31,71,71,AniList,staff_id_anilist:125067
43692,125426.0,Gokushufudou,ONA,101831,"Kon, Chiaki",Director,director,Japanese,127,33,127,AniList,staff_id_anilist:101831
43693,125447.0,Thermae Romae Novae,ONA,105728,"Yamazaki, Mari",Original Creator,original_creator,Japanese,59,64,64,AniList,staff_id_anilist:105728
43693,125447.0,Thermae Romae Novae,ONA,126916,"Tatamitani, Tetsuya",Director,director,Japanese,2,2,2,AniList,staff_id_anilist:126916
43694,125440.0,Rilakkuma to Yuuenchi,ONA,219191,"Kobayashi, Masahito",Director,director,Japanese,0,1,1,AniList,staff_id_anilist:219191
43697,131930.0,Yasuke,ONA,143889,"Thomas, LeSean",Director,director,English,33,33,33,AniList,staff_id_anilist:143889
43711,127040.0,Juunenbun no Watashi e,ONA,121198,loundraw,Director,director,Japanese,355,385,385,AniList,staff_id_anilist:121198
43712,127041.0,Tell the Story to You,Special,199208,"Wakumoto, Tomotaka",Director,director,Japanese,0,0,0,AniList,staff_id_anilist:199208
43712,127041.0,Tell the Story to You,Special,199209,asano66,Director,director,Japanese,0,0,0,AniList,staff_id_anilist:199209
43722,104377.0,Ai wo Komete,ONA,149642,"Mizutani, Shiori",Director,director,Japanese,1,4,4,AniList,staff_id_anilist:149642
43727,125647.0,"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀ Mini Anime",ONA,123654,Hayaken,Original Story,original_creator,Japanese,1,10,10,AniList,staff_id_anilist:123654
43727,125647.0,"Eiyuuou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀ Mini Anime",ONA,162615,Nagu,Original Character Design,original_character_design,Japanese,99,129,129,AniList,staff_id_anilist:162615
43735,125682.0,Cue!,TV,100499,"Katagai, Shin",Director,director,Japanese,0,2,2,AniList,staff_id_anilist:100499
43735,125682.0,Cue!,TV,123869,Sisoe,Original Character Design,original_character_design,Japanese,0,36,36,AniList,staff_id_anilist:123869
43741,125640.0,Getter Robo Arc,TV,97992,"Nagai, Gou",Original Creator,original_creator,Japanese,0,1153,1153,AniList,staff_id_anilist:97992
43741,125640.0,Getter Robo Arc,TV,100374,"Ishikawa, Ken",Original Creator,original_creator,Japanese,271,264,271,AniList,staff_id_anilist:100374
43741,125640.0,Getter Robo Arc,TV,106283,"Kawagoe, Jun",Director,director,Japanese,12,23,23,AniList,staff_id_anilist:106283
43755,125838.0,Misaki no Mayoiga,Movie,133093,"Kashiwaba, Sachiko",Original Creator,original_creator,Japanese,2,3,3,AniList,staff_id_anilist:133093
43755,125838.0,Misaki no Mayoiga,Movie,104265,"Kawatsura, Shinya",Director,director,Japanese,50,23,50,AniList,staff_id_anilist:104265
43755,125838.0,Misaki no Mayoiga,Movie,203289,Kamogawa,Original Character Design,original_character_design,Japanese,0,0,0,AniList,staff_id_anilist:203289
43756,125839.0,Bakuten!!,TV,120280,"Kuroyanagi, Toshimasa",Director,director,Japanese,9,14,14,AniList,staff_id_anilist:120280
43756,125839.0,Bakuten!!,TV,103512,Robico,Original Character Design,original_character_design,Japanese,271,109,271,AniList,staff_id_anilist:103512
43760,125869.0,Hikari no Ou,TV,194341,"Hinata, Rieko",Original Story,original_creator,Japanese,1,6,6,AniList,staff_id_anilist:194341
43760,125869.0,Hikari no Ou,TV,101837,"Nishimura, Junji",Director,director,Japanese,20,18,20,AniList,staff_id_anilist:101837
43760,125869.0,Hikari no Ou,TV,102449,"Yamada, Akihiro",Original Character Design,original_character_design,Japanese,51,61,61,AniList,staff_id_anilist:102449
43762,125841.0,Hula Fulla Dance,Movie,116187,"Watada, Shinya",Director,director,Japanese,9,3,9,AniList,staff_id_anilist:116187
43763,125867.0,Cestvs: The Roman Fighter,TV,97759,"Wazarai, Shizuya",Original Creator,original_creator,Japanese,2,6,6,AniList,staff_id_anilist:97759
43763,125867.0,Cestvs: The Roman Fighter,TV,157698,"Monma, Kazuya",Director,director,Japanese,1,0,1,AniList,staff_id_anilist:157698
43767,125868.0,Night Head 2041,TV,99203,"Iida, George",Original Story,original_creator,Japanese,0,6,6,AniList,staff_id_anilist:99203
43767,125868.0,Night Head 2041,TV,155402,"Hirakawa, Takamitsu",Director,director,Japanese,1,0,1,AniList,staff_id_anilist:155402
43767,125868.0,Night Head 2041,TV,96932,"Oogure, Ito",Original Character Design,original_character_design,Japanese,0,437,437,AniList,staff_id_anilist:96932
43771,125910.0,Vazzrock The Animation,TV,171701,Fujiwara,Original Creator,original_creator,Japanese,0,0,0,AniList,staff_id_anilist:171701
43771,125910.0,Vazzrock The Animation,TV,171701,Fujiwara,Original Story,original_creator,Japanese,0,0,0,AniList,staff_id_anilist:171701
43771,125910.0,Vazzrock The Animation,TV,102530,"Takamoto, Yoshihiro",Director,director,Japanese,4,1,4,AniList,staff_id_anilist:102530
43778,126835.0,Motto! Majime ni Fumajime Kaiketsu Zorori 2nd Season,TV,164165,"Hara, Yutaka",Original Creator,original_creator,Japanese,0,1,1,AniList,staff_id_anilist:164165
43778,126835.0,Motto! Majime ni Fumajime Kaiketsu Zorori 2nd Season,TV,155026,"Ogata, Takahide",Director,director,Japanese,0,1,1,AniList,staff_id_anilist:155026
43780,125931.0,Sumikko Gurashi Movie 2: Aoi Tsukiyo no Mahou no Ko,Movie,359236,"Yokomizo, Yuri",Original Creator,original_creator,Japanese,0,2,2,AniList,staff_id_anilist:359236
43780,125931.0,Sumikko Gurashi Movie 2: Aoi Tsukiyo no Mahou no Ko,Movie,101671,"Oomori, Takahiro",Director,director,Japanese,646,143,646,AniList,staff_id_anilist:101671
43791,125425.0,Toromitsu Musume no Hitou Service: Torottoro Churu Churu Gohoushi Sasete Kudasai,ONA,113273,"Tanabe, Kyou",Original Creator,original_creator,Japanese,25,85,85,AniList,staff_id_anilist:113273
43814,126047.0,Deatte 5-byou de Battle,TV,125265,"Harawata, Saizou",Original Story,original_creator,Japanese,10,23,23,AniList,staff_id_anilist:125265
43814,126047.0,Deatte 5-byou de Battle,TV,144649,"Arai, Nobuyoshi",Director,director,Japanese,0,2,2,AniList,staff_id_anilist:144649
43814,126047.0,Deatte 5-byou de Battle,TV,117643,"Miyako, Kashiwa",Original Character Design,original_character_design,Japanese,8,15,15,AniList,staff_id_anilist:117643
43969,126192.0,Kanojo mo Kanojo,TV,97785,Hiroyuki,Original Creator,original_creator,Japanese,228,138,228,AniList,staff_id_anilist:97785
43969,126192.0,Kanojo mo Kanojo,TV,123001,"Kuwabara, Satoshi",Director,director,Japanese,14,14,14,AniList,staff_id_anilist:123001
44025,126783.0,Doraemon Movie 41: Nobita no Little Star Wars,Movie,97610,"Fujiko, F. Fujio",Original Creator,original_creator,Japanese,0,208,208,AniList,staff_id_anilist:97610
44025,126783.0,Doraemon Movie 41: Nobita no Little Star Wars,Movie,109727,"Yamaguchi, Susumu",Director,director,Japanese,2,2,2,AniList,staff_id_anilist:109727
44037,126213.0,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",TV,126718,Zappon,Original Story,original_creator,Japanese,2,11,11,AniList,staff_id_anilist:126718
44037,126213.0,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",TV,122910,"Hoshino, Makoto",Director,director,Japanese,6,2,6,AniList,staff_id_anilist:122910
44037,126213.0,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",TV,121602,Yasumo,Original Character Design,original_character_design,Japanese,2,28,28,AniList,staff_id_anilist:121602
44040,127692.0,Abciee Shuugyou Nikki,TV,120596,"Aoike, Ryousuke",Director,director,Japanese,2,0,2,AniList,staff_id_anilist:120596
44041,126664.0,SD Gundam World Heroes,ONA,110489,"Ikezoe, Takahiro",Director,director,Japanese,4,3,4,AniList,staff_id_anilist:110489
44044,126242.0,Jimihen!!: Jimiko wo Kaechau Jun Isei Kouyuu!!,ONA,151894,"Ishigura, Rei",Director,director,Japanese,0,5,5,AniList,staff_id_anilist:151894
44047,122520.0,Tian Huang Zhan Shen,ONA,247012,"Chunjie, Wo Ben",Original Story,original_creator,Chinese,0,0,0,AniList,staff_id_anilist:247012
44050,126662.0,Gundam Build Divers: Battlogue,ONA,97337,"Tomino, Yoshiyuki",Original Creator,original_creator,Japanese,2843,1689,2843,AniList,staff_id_anilist:97337
44050,126662.0,Gundam Build Divers: Battlogue,ONA,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
44050,126662.0,Gundam Build Divers: Battlogue,ONA,100660,"Oobari, Masami",Director,director,Japanese,298,197,298,AniList,staff_id_anilist:100660
44050,126662.0,Gundam Build Divers: Battlogue,ONA,114813,"Hara, Kazuhiro",Original Character Design,original_character_design,Japanese,6,8,8,AniList,staff_id_anilist:114813
44055,126288.0,Sasaki to Miyano,TV,121334,"Harusono, Shou",Original Creator,original_creator,Japanese,290,295,295,AniList,staff_id_anilist:121334
44055,126288.0,Sasaki to Miyano,TV,103743,"Ishihira, Shinji",Director,director,Japanese,79,28,79,AniList,staff_id_anilist:103743
44056,126831.0,Tokyo Gambo,TV,198536,PARK,Original Creator,original_creator,Japanese,0,0,0,AniList,staff_id_anilist:198536
44056,126831.0,Tokyo Gambo,TV,105924,"Arakawa, Masatsugu",Director,director,Japanese,4,13,13,AniList,staff_id_anilist:105924
44059,126287.0,Puparia,ONA,146110,"Tamagawa, Shingo",Director,director,Japanese,105,116,116,AniList,staff_id_anilist:146110
44061,116982.0,Xin Shen Bang: Nezha Chongsheng,Movie,164903,"Zhao, Ji",Director,director,Japanese,0,0,0,AniList,staff_id_anilist:164903
44062,99659.0,Chu Feng: Yi Dian Zhi Zi,ONA,106943,"Sun, Heng",Original Creator,original_creator,Japanese,2,0,2,AniList,staff_id_anilist:106943
44062,99659.0,Chu Feng: Yi Dian Zhi Zi,ONA,217589,"Sun, Meng",Director,director,Japanese,4,3,4,AniList,staff_id_anilist:217589
44064,126368.0,Liehuo Jiao Chou,ONA,202771,priest,Original Story,original_creator,Chinese,28,80,80,AniList,staff_id_anilist:202771
44064,126368.0,Liehuo Jiao Chou,ONA,248869,"Wang, Miao",Director,director,Japanese,1,1,1,AniList,staff_id_anilist:248869
44065,126366.0,Dinghai Fusheng Lu,ONA,208313,"Feitian, Yexiang",Original Story,original_creator,Chinese,0,22,22,AniList,staff_id_anilist:208313
44067,126347.0,Bai Yao Pu 2nd Season,ONA,246665,Sha Luo Shuang Shu,Original Story,original_creator,Chinese,0,2,2,AniList,staff_id_anilist:246665
44068,126354.0,Tianbao Fuyao Lu 2nd Season,ONA,208313,"Feitian, Yexiang",Original Story,original_creator,Chinese,0,22,22,AniList,staff_id_anilist:208313
44069,126357.0,Xian Wang de Richang Shenghuo 2,ONA,254847,"Ku, Xuan",Original Story,original_creator,Chinese,0,13,13,AniList,staff_id_anilist:254847
44069,126357.0,Xian Wang de Richang Shenghuo 2,ONA,175481,"Ouyang, Shixuan",Director,director,Japanese,0,6,6,AniList,staff_id_anilist:175481
44070,126356.0,Tian Guan Cifu Special,ONA,125523,Mo Xiang Tong Xiu,Original Story,original_creator,Chinese,2005,1214,2005,AniList,staff_id_anilist:125523
44071,126360.0,Yuan Long 2nd Season,ONA,175844,"Ren, Yuan",Original Story,original_creator,Japanese,0,0,0,AniList,staff_id_anilist:175844
44072,126363.0,Ba Ma Laizi Er Ciyuan,ONA,122516,Rakugaki,Original Creator,original_creator,Japanese,0,0,0,AniList,staff_id_anilist:122516
44073,126369.0,Ni Zhenshi Ge Tiancai,ONA,243617,"Bixia, Guowang",Original Story,original_creator,Chinese,0,0,0,AniList,staff_id_anilist:243617
44073,126369.0,Ni Zhenshi Ge Tiancai,ONA,268361,"Zhou, Shaobo",Director,director,Chinese,0,0,0,AniList,staff_id_anilist:268361
44074,126403.0,Shiguang Dailiren,ONA,127382,"Li, Haoling",Director,director,Chinese,272,421,421,AniList,staff_id_anilist:127382
44074,126403.0,Shiguang Dailiren,ONA,218269,INPLICK,Original Character Design,original_character_design,Korean,18,149,149,AniList,staff_id_anilist:218269
44081,126316.0,B-Project: Netsuretsu*Love Call,TV,114313,"Shikura, Chiyomaru",Original Creator,original_creator,Japanese,591,199,591,AniList,staff_id_anilist:114313
44081,126316.0,B-Project: Netsuretsu*Love Call,TV,313809,"Takeda, Mutsumi",Director,director,Japanese,0,1,1,AniList,staff_id_anilist:313809
44081,126316.0,B-Project: Netsuretsu*Love Call,TV,104285,"Yukihiro, Utako",Original Character Design,original_character_design,Japanese,82,37,82,AniList,staff_id_anilist:104285
44087,126819.0,Gintama: The Semi-Final,Special,96904,"Sorachi, Hideaki",Original Creator,original_creator,Japanese,9544,2863,9544,AniList,staff_id_anilist:96904
44097,122672.0,Huyao Xiao Hongniang 9: Mu Tiancheng Pian,ONA,127014,Xiaoxin,Original Creator,original_creator,Japanese,0,6,6,AniList,staff_id_anilist:127014
44129,126874.0,Mars Red: Zero Kikan Nippou,ONA,151760,"Fujisawa, Bunou",Original Story,original_creator,Japanese,0,2,2,AniList,staff_id_anilist:151760
44129,126874.0,Mars Red: Zero Kikan Nippou,ONA,103262,"Karakara, Kemuri",Original Character Design,original_character_design,Japanese,147,63,147,AniList,staff_id_anilist:103262
44129,126874.0,Mars Red: Zero Kikan Nippou,ONA,146683,"Takeuchi, Yukari",Original Character Design,original_character_design,Japanese,0,1,1,AniList,staff_id_anilist:146683
44141,126425.0,Watashi ni Tenshi ga Maiorita! Precious Friends,Movie,126212,"Mukunoki, Nanatsu",Original Creator,original_creator,Japanese,14,23,23,AniList,staff_id_anilist:126212
44141,126425.0,Watashi ni Tenshi ga Maiorita! Precious Friends,Movie,134794,"Hiramaki, Daisuke",Director,director,Japanese,29,48,48,AniList,staff_id_anilist:134794
44191,126905.0,Tropical-Rouge! Precure,TV,98940,"Toudou, Izumi",Original Creator,original_creator,Japanese,51,112,112,AniList,staff_id_anilist:98940
44191,126905.0,Tropical-Rouge! Precure,TV,147146,"Tsuchida, Yutaka",Director,director,Japanese,2,8,8,AniList,staff_id_anilist:147146
44192,125516.0,Kimi ga Suki. The Animation,OVA,133228,Jorori,Original Creator,original_creator,Japanese,104,248,248,AniList,staff_id_anilist:133228
44192,125516.0,Kimi ga Suki. The Animation,OVA,207792,"Pyou, Ryuu",Director,director,Japanese,0,6,6,AniList,staff_id_anilist:207792
44193,125183.0,Ano Ko no Kawari ni Suki na Dake,OVA,100233,"Shunjou, Shuusuke",Original Creator,original_creator,Japanese,46,81,81,AniList,staff_id_anilist:100233
44193,125183.0,Ano Ko no Kawari ni Suki na Dake,OVA,141192,"Itou, Fumio",Director,director,Japanese,7,3,7,AniList,staff_id_anilist:141192
44196,120213.0,Shanhe Jian Xin,ONA,243837,"Shi, Meng Xi",Original Story,original_creator,Chinese,11,14,14,AniList,staff_id_anilist:243837
44200,126659.0,Boku no Hero Academia the Movie 3: World Heroes' Mission,Movie,104834,"Horikoshi, Kouhei",Original Creator,original_creator,Japanese,3816,1620,3816,AniList,staff_id_anilist:104834
44200,126659.0,Boku no Hero Academia the Movie 3: World Heroes' Mission,Movie,108677,"Nagasaki, Kenji",Director,director,Japanese,81,38,81,AniList,staff_id_anilist:108677
44200,126659.0,Boku no Hero Academia the Movie 3: World Heroes' Mission,Movie,104834,"Horikoshi, Kouhei",Original Character Design,original_character_design,Japanese,3816,1620,3816,AniList,staff_id_anilist:104834
44203,126546.0,Seirei Gensouki,TV,119525,"Kitayama, Yuri",Original Story,original_creator,Japanese,13,25,25,AniList,staff_id_anilist:119525
44203,126546.0,Seirei Gensouki,TV,101617,"Yamasaki, Osamu",Director,director,Japanese,14,6,14,AniList,staff_id_anilist:101617
44203,126546.0,Seirei Gensouki,TV,119526,Riv,Original Character Design,original_character_design,Japanese,5,19,19,AniList,staff_id_anilist:119526
44204,126529.0,Kyokou Suiri Season 2,TV,97483,"Shirodaira, Kyou",Original Story,original_creator,Japanese,83,31,83,AniList,staff_id_anilist:97483
44204,126529.0,Kyokou Suiri Season 2,TV,97307,"Gotou, Keiji",Director,director,Japanese,22,23,23,AniList,staff_id_anilist:97307
44204,126529.0,Kyokou Suiri Season 2,TV,119208,"Katase, Chashiba",Original Character Design,original_character_design,Japanese,6,11,11,AniList,staff_id_anilist:119208
44208,126678.0,Yami Shibai 8,TV,175362,"Funada, Akira",Director,director,Japanese,0,2,2,AniList,staff_id_anilist:175362
44208,126678.0,Yami Shibai 8,TV,385405,"Sugimoto, Kenichi",Director,director,Japanese,0,1,1,AniList,staff_id_anilist:385405
44211,126531.0,Rikujoubu Joshi wa Ore no Nama Onaho!!! The Animation,OVA,197369,Raidon,Original Creator,original_creator,Japanese,2,47,47,AniList,staff_id_anilist:197369
44211,126531.0,Rikujoubu Joshi wa Ore no Nama Onaho!!! The Animation,OVA,106201,"Araki, Hideki",Director,director,Japanese,48,56,56,AniList,staff_id_anilist:106201
44212,126289.0,Shenhai,Movie,196473,"Tian, Xiaopeng",Director,director,Chinese,0,2,2,AniList,staff_id_anilist:196473
44213,114559.0,Si Hai Jing Qi 2nd Season,ONA,290496,"Ma, Boyong",Original Story,original_creator,Chinese,0,1,1,AniList,staff_id_anilist:290496
44218,117012.0,Tunshi Xingkong,ONA,119330,"Xihongshi, Wo Chi",Original Story,original_creator,Chinese,31,47,47,AniList,staff_id_anilist:119330
44221,115846.0,Xie Wang Zhui Qi 2: Yishi Qingcheng,ONA,246581,"Su, Xiaonuan",Original Story,original_creator,Chinese,0,1,1,AniList,staff_id_anilist:246581
44233,126390.0,Yinhe Zhi Xin,ONA,256686,"Baifen, Suiyue",Original Story,original_creator,Chinese,0,0,0,AniList,staff_id_anilist:256686
44235,127690.0,Pui Pui Molcar,TV,157621,"Misato, Tomoki",Director,director,Japanese,21,51,51,AniList,staff_id_anilist:157621
44248,127149.0,Fate/Grand Carnival,OVA,97582,Type-Moon,Original Creator,original_creator,Japanese,2963,2262,2963,AniList,staff_id_anilist:97582
44248,127149.0,Fate/Grand Carnival,OVA,101909,"Kishi, Seiji",Director,director,Japanese,419,116,419,AniList,staff_id_anilist:101909
44273,130777.0,Mewkledreamy Mix!,TV,101153,"Sakurai, Hiroaki",Director,director,Japanese,61,52,61,AniList,staff_id_anilist:101153
44274,126793.0,Puraore! Pride of Orange,TV,118611,"Anzai, Takefumi",Director,director,Japanese,13,3,13,AniList,staff_id_anilist:118611
44275,126790.0,Selection Project,TV,134794,"Hiramaki, Daisuke",Director,director,Japanese,29,48,48,AniList,staff_id_anilist:134794
44276,126791.0,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,TV,128939,"Tsuchihi, Light",Original Story,original_creator,Japanese,0,36,36,AniList,staff_id_anilist:128939
44276,126791.0,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,TV,118660,"Miura, Kazuya",Director,director,Japanese,6,9,9,AniList,staff_id_anilist:118660
44276,126791.0,Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,TV,126920,Youta,Original Character Design,original_character_design,Japanese,2,6,6,AniList,staff_id_anilist:126920
44376,132679.0,Idol Land PriPara,ONA,124855,"syn Sophia, Inc.",Original Creator,original_creator,Japanese,0,49,49,AniList,staff_id_anilist:124855
44376,132679.0,Idol Land PriPara,ONA,157227,"Tomy, Takara",Original Creator,original_creator,Japanese,0,7,7,AniList,staff_id_anilist:157227
44376,132679.0,Idol Land PriPara,ONA,109581,"Moriwaki, Makoto",Director,director,Japanese,59,55,59,AniList,staff_id_anilist:109581
44376,132679.0,Idol Land PriPara,ONA,190891,"Kanagai, Yukiko",Original Character Design,original_character_design,Japanese,0,4,4,AniList,staff_id_anilist:190891
44387,126897.0,Sankaku Mado no Sotogawa wa Yoru,TV,101941,"Yamashita, Tomoko",Original Creator,original_creator,Japanese,196,384,384,AniList,staff_id_anilist:101941
44387,126897.0,Sankaku Mado no Sotogawa wa Yoru,TV,148657,"Yasuda, Yoshitaka",Director,director,Japanese,0,1,1,AniList,staff_id_anilist:148657
44388,122508.0,Biao Ren,ONA,126268,"Xu, Xianzhe",Original Creator,original_creator,Chinese,2,3,3,AniList,staff_id_anilist:126268
