user_level,candidate_id,evaluated_users,hit_rate_at_12,recall_at_12,ndcg_at_12,map_at_12,mean_reciprocal_rank,median_rank,weight_latent_svd,weight_item_knn_collaborative,weight_popularity,weight_metadata_content,weight_graph_related,weight_people_staff_affinity
Beginner,44,554,0.9404332129963899,0.9404332129963899,0.7665119573353374,0.7102466777105766,0.7123362421989441,1.0,0.6323,0.0418,0.0591,0.0324,0.0697,0.1647
Beginner,116,554,0.9404332129963899,0.9404332129963899,0.7660552197967864,0.7097632461802137,0.7117210626602173,1.0,0.6263,0.1603,0.0215,0.1336,0.0376,0.0206
Beginner,25,554,0.9404332129963899,0.9404332129963899,0.7646738290007224,0.7074673371153516,0.7098575234413147,1.0,0.4038,0.0485,0.0603,0.208,0.0811,0.1982
Beginner,87,554,0.9404332129963899,0.9404332129963899,0.7645823339700647,0.7074911049640291,0.7101949453353882,1.0,0.3689,0.0436,0.1667,0.2122,0.0955,0.1131
Beginner,78,554,0.9404332129963899,0.9404332129963899,0.7636108370626451,0.7067880324649278,0.7092702984809875,1.0,0.5826,0.0715,0.0971,0.1982,0.0035,0.047
Beginner,109,554,0.9404332129963899,0.9404332129963899,0.7632570772277544,0.7064082678252352,0.7089586853981018,1.0,0.3734,0.0443,0.0692,0.3306,0.1154,0.067
Beginner,65,554,0.9404332129963899,0.9404332129963899,0.7630684386935083,0.7054517584300978,0.7078176736831665,1.0,0.4679,0.0035,0.0225,0.0114,0.3785,0.1162
Beginner,76,554,0.9404332129963899,0.9404332129963899,0.7629022881292137,0.7062671584332234,0.7091131210327148,1.0,0.3006,0.0459,0.4086,0.1656,0.0373,0.0422
Beginner,27,554,0.9404332129963899,0.9404332129963899,0.7627608798146711,0.7056494548371804,0.7075320482254028,1.0,0.7641,0.0666,0.0197,0.0246,0.0414,0.0835
Beginner,103,554,0.9404332129963899,0.9404332129963899,0.7615676273239179,0.7042857663796291,0.7064633965492249,1.0,0.7037,0.1055,0.1243,0.041,0.0065,0.019
Beginner,101,554,0.9386281588447654,0.9386281588447654,0.7713890629490024,0.7171281536353739,0.7195748090744019,1.0,0.3746,0.2796,0.1837,0.0192,0.0201,0.1227
