candidate_id,evaluated_users,hit_rate_at_12,recall_at_12,ndcg_at_12,map_at_12,mean_reciprocal_rank,median_rank,weight_latent_svd,weight_item_knn_collaborative,weight_popularity,weight_metadata_content,weight_graph_related,weight_people_staff_affinity,hit_at_12_Beginner,hit_at_12_Casual,hit_at_12_Fan,hit_at_12_Veteran,balanced_profile_hit_at_12
27,3000,0.9426666666666667,0.9426666666666667,0.7358436215897629,0.6699377224627224,0.6723677515983582,1.0,0.7641,0.0666,0.0197,0.0246,0.0414,0.0835,0.9404332129963899,0.9521016617790812,0.947986577181208,0.8787878787878788,0.9298273326861395
65,3000,0.9456666666666667,0.9456666666666667,0.7295834417766737,0.6607281144781145,0.6632513999938965,1.0,0.4679,0.0035,0.0225,0.0114,0.3785,0.1162,0.9404332129963899,0.9589442815249267,0.9521812080536913,0.8658008658008658,0.9293398920939684
120,3000,0.9413333333333334,0.9413333333333334,0.7192356054575836,0.6484129268879268,0.651381254196167,1.5,0.1472,0.219,0.2305,0.2509,0.1317,0.0207,0.9530685920577617,0.9579667644183774,0.9354026845637584,0.8701298701298701,0.9291419777924419
77,3000,0.9433333333333334,0.9433333333333334,0.7395499194529205,0.6743016835016835,0.6766501665115356,1.0,0.711,0.1583,0.0062,0.0267,0.0972,0.0005,0.9386281588447654,0.9521016617790812,0.9513422818791947,0.8744588744588745,0.9291327442404789
71,3000,0.942,0.942,0.7331065753975621,0.6666739177489177,0.6692968010902405,1.0,0.6443,0.066,0.1292,0.1296,0.0225,0.0084,0.9458483754512635,0.9481915933528837,0.947986577181208,0.8744588744588745,0.9291213551110574
34,3000,0.9426666666666667,0.9426666666666667,0.7359998834645027,0.670189886964887,0.6728674173355103,1.0,0.5936,0.0397,0.1304,0.0593,0.0809,0.096,0.9458483754512635,0.9521016617790812,0.9471476510067114,0.8701298701298701,0.9288068895917316
59,3000,0.943,0.943,0.7365189993306022,0.6706912578162578,0.673235297203064,1.0,0.5653,0.089,0.0607,0.1463,0.0491,0.0897,0.9476534296028881,0.9530791788856305,0.9471476510067114,0.8658008658008658,0.928420281324024
55,3000,0.9416666666666667,0.9416666666666667,0.7346934571022409,0.6686598605098605,0.6712404489517212,1.0,0.7091,0.0914,0.0413,0.089,0.028,0.0411,0.9386281588447654,0.9521016617790812,0.9471476510067114,0.8744588744588745,0.9280840865223581
90,3000,0.9396666666666667,0.9396666666666667,0.736893142295989,0.6721152116402116,0.6747661828994751,1.0,0.4259,0.2767,0.0192,0.1304,0.0582,0.0895,0.9404332129963899,0.9491691104594331,0.9429530201342282,0.8787878787878788,0.9278358055944825
10,3000,0.942,0.942,0.7383724695684303,0.6733796296296296,0.6758827567100525,1.0,0.5606,0.2748,0.0854,0.008,0.0458,0.0254,0.9350180505415162,0.9521016617790812,0.9496644295302014,0.8744588744588745,0.9278107540774183
94,3000,0.941,0.941,0.7323063279389891,0.6660368205868206,0.6688404083251953,1.0,0.4962,0.0946,0.2798,0.1015,0.0097,0.0182,0.9386281588447654,0.9521016617790812,0.9454697986577181,0.8744588744588745,0.9276646234351097
123,3000,0.941,0.941,0.7331437790956676,0.6671777296777297,0.6699345707893372,1.0,0.6176,0.0167,0.1883,0.0761,0.0722,0.0292,0.9386281588447654,0.9491691104594331,0.947986577181208,0.8744588744588745,0.9275606802360702
43,3000,0.9406666666666667,0.9406666666666667,0.7350166624790322,0.6694518999518999,0.6720666289329529,1.0,0.6735,0.02,0.0088,0.1433,0.0942,0.0602,0.9458483754512635,0.9491691104594331,0.9446308724832215,0.8701298701298701,0.9274445571309471
92,3000,0.941,0.941,0.7327987022475163,0.666816871091871,0.6695457100868225,1.0,0.5543,0.0532,0.2641,0.0443,0.0195,0.0645,0.9368231046931408,0.9521016617790812,0.9463087248322147,0.8744588744588745,0.9274230914408278
103,3000,0.9403333333333334,0.9403333333333334,0.7333388742483897,0.6672854256854257,0.6700368523597717,1.0,0.7037,0.1055,0.1243,0.041,0.0065,0.019,0.9404332129963899,0.9481915933528837,0.9463087248322147,0.8744588744588745,0.9273481014100907
95,3000,0.9406666666666667,0.9406666666666667,0.7361394369761892,0.670960088985089,0.6735442876815796,1.0,0.5338,0.1864,0.0501,0.042,0.0271,0.1607,0.9350180505415162,0.9560117302052786,0.9429530201342282,0.8744588744588745,0.9271104188349744
117,3000,0.943,0.943,0.7381869758922712,0.6728609788359787,0.6755030155181885,1.0,0.4843,0.0579,0.1479,0.0109,0.1329,0.166,0.9422382671480144,0.9540566959921799,0.9496644295302014,0.8614718614718615,0.9268578135355643
102,3000,0.94,0.94,0.7323602769778633,0.6661025613275613,0.6687004566192627,1.0,0.3305,0.3915,0.083,0.0212,0.1659,0.008,0.9350180505415162,0.9560117302052786,0.9412751677852349,0.8744588744588745,0.926690955747726
57,3000,0.9413333333333334,0.9413333333333334,0.7324087619839446,0.6660290283790283,0.6688778400421143,1.0,0.3744,0.1372,0.2862,0.1693,0.0111,0.0219,0.9476534296028881,0.9521016617790812,0.9446308724832215,0.8614718614718615,0.9264644563342632
83,3000,0.9393333333333334,0.9393333333333334,0.7309040546325422,0.6645579365079364,0.6675116419792175,1.0,0.4119,0.0579,0.1346,0.2035,0.1515,0.0405,0.9494584837545126,0.9501466275659824,0.9395973154362416,0.8658008658008658,0.9262508231394007
